Time,Data1,Data2
0.01,-0.07,0.0
0.15,-0.29,0.79
0.31,-1.01,4.84
0.44,-0.04,3.08
0.58,2.34,-6.15
0.72,2.48,-11.78
0.86,-0.86,-6.15
1.0,-4.28,2.05
1.14,-4.32,6.78
1.27,0.4,-1.38
1.42,5.26,-10.83
1.56,6.3,-18.04
1.69,1.4,-12.18
1.84,-5.08,-3.77
1.97,-8.24,4.02
2.1,-5.11,1.91
2.24,2.66,-7.56
2.39,8.57,-16.42
2.54,7.49,-19.64
2.7,-1.51,-9.9
2.84,-9.04,-0.7
2.99,-10.26,5.77
3.13,-2.45,-2.0
3.26,6.52,-10.7
3.41,11.92,-19.29
3.55,7.74,-17.26
3.69,-2.84,-7.66
3.85,-11.92,2.34
3.99,-11.52,6.1
4.14,-1.44,-3.27
4.27,8.82,-12.24
4.41,14.15,-20.99
4.56,8.57,-19.02
4.69,-2.66,-11.22
4.83,-13.18,-2.26
4.98,-14.76,4.1
5.11,-5.69,-2.68
5.26,8.82,-12.93
5.41,16.38,-21.57
5.55,11.95,-21.36
5.7,-1.69,-12.64
5.84,-14.33,-3.38
5.98,-17.53,4.13
6.13,-7.13,-3.17
6.26,7.02,-12.02
6.4,17.64,-20.96
6.53,16.67,-24.07
6.69,2.12,-14.96
6.84,-13.32,-5.05
6.98,-20.45,6.12
7.11,-13.18,2.45
7.26,3.67,-7.71
7.39,17.21,-16.7
7.53,20.84,-24.43
7.66,10.3,-18.44
7.81,-7.78,-9.04
7.97,-22.39,6.49
8.12,-19.44,15.91
8.27,-0.83,7.0
8.41,19.3,-7.31
8.56,28.37,-28.97
8.7,15.8,-27.59
8.85,-8.75,-15.38
8.99,-30.53,11.87
9.13,-34.06,40.73
9.27,-11.95,33.95
9.42,20.52,13.07
9.57,43.38,-28.01
9.71,38.3,-50.31
9.84,9.29,-42.65
9.98,-28.76,-16.53
10.12,-54.47,28.97
10.26,-47.7,53.58
10.4,-12.78,43.68
10.55,38.3,6.33
10.7,67.79,-46.99
10.86,53.46,-64.97
11.01,5.15,-50.01
11.15,-50.72,-3.51
11.31,-81.32,53.98
11.47,-65.56,67.26
11.61,-12.38,48.32
11.76,52.6,-1.81
11.9,90.43,-56.88
12.05,89.75,-65.95
12.18,54.72,-61.85
12.32,-9.94,-40.89
12.46,-74.56,14.8
12.61,-110.52,65.5
12.77,-106.96,62.02
12.92,-58.9,58.85
13.08,22.28,32.16
13.21,88.78,-18.67
13.35,125.71,-63.02
13.5,136.44,-59.97
13.65,115.81,-59.91
13.8,59.9,-57.81
13.94,-22.03,-35.76
14.08,-95.26,3.41
14.22,-136.01,50.31
14.36,-155.45,52.22
14.5,-162.04,43.87
14.54,-161.53,42.52
14.68,-150.34,42.27
14.82,-118.98,42.25
14.96,-60.05,39.13
15.11,30.46,27.21
15.25,102.13,-3.28
15.39,143.24,-46.58
15.55,170.93,-47.95
15.7,175.64,-104.69
15.86,175.21,-169.99
16.01,178.02,-199.27
16.15,193.86,-154.68
16.29,218.99,-118.12
16.43,264.13,-94.4
16.57,341.71,-79.28
16.71,68.15,-65.45
16.86,127.55,-49.7
17.02,154.22,-37.89
17.18,157.64,-33.76
17.33,143.93,-29.29
17.48,100.8,-26.82
17.63,22.07,-24.39
17.77,297.43,-22.9
17.91,240.88,-22.4
18.06,214.02,-22.01
18.21,211.14,-21.23
18.34,228.28,-19.55
18.48,272.02,-18.44
18.62,348.16,-18.2
18.76,69.77,-17.35
18.92,126.14,-16.53
19.07,143.96,-16.33
19.21,135.94,-16.09
19.36,98.96,-15.17
19.5,27.25,-5.13
19.66,293.11,12.18
19.81,235.26,66.35
19.95,206.39,80.67
20.09,189.97,75.62
20.22,187.63,102.99
20.37,184.9,104.93
20.52,183.24,93.89
20.66,181.33,70.75
20.8,179.96,45.82
20.94,179.14,23.81
21.07,179.03,7.91
21.21,179.14,-3.54
21.35,179.39,-11.5
21.5,179.57,-17.96
21.63,179.64,-22.91
21.77,179.86,-26.12
21.91,179.86,-29.58
22.06,179.82,-32.83
22.21,179.82,-35.34
22.36,179.64,-37.84
22.49,179.46,-39.13
22.64,179.28,-38.74
22.79,179.21,-35.36
22.94,179.14,-28.74
23.07,179.75,-16.36
23.21,180.18,-3.94
23.36,180.4,8.12
23.5,180.76,18.87
23.64,180.68,25.28
23.79,180.54,29.93
23.94,180.22,32.04
24.1,180.25,34.86
24.25,180.47,37.86
24.41,180.61,38.45
24.55,180.72,37.2
24.7,180.9,33.29
24.85,180.72,25.38
25.02,179.89,10.38
25.17,179.78,0.14
25.32,179.46,-10.01
25.46,179.64,-15.4
25.59,179.86,-18.97
25.73,179.96,-22.5
25.87,179.82,-26.87
26.02,179.86,-29.69
26.17,179.64,-32.69
26.3,179.53,-33.63
26.44,179.32,-33.28
26.58,179.14,-30.55
26.74,179.32,-21.81
26.9,179.89,-7.71
27.04,180.29,5.51
