Time,Data1,Data2
0.01,0.0,0.0
0.16,0.36,-1.65
0.33,1.69,-10.46
0.51,0.54,-14.77
0.68,-3.82,-3.44
0.85,-4.03,3.7
1.01,2.52,-7.63
1.18,7.06,-19.42
1.35,3.2,-18.3
1.5,-4.79,-7.4
1.66,-9.07,3.4
1.81,-4.0,-0.22
1.97,5.54,-11.73
2.11,10.73,-21.69
2.29,4.68,-17.58
2.45,-6.08,-6.23
2.61,-12.02,4.31
2.76,-6.73,2.1
2.92,5.26,-9.21
3.07,13.25,-20.14
3.25,8.06,-20.14
3.42,-6.08,-8.8
3.59,-14.94,2.4
3.76,-8.53,-0.98
3.92,6.8,-13.47
4.08,15.91,-24.16
4.24,11.23,-23.39
4.4,-4.79,-11.3
4.56,-16.38,1.03
4.72,-14.11,3.89
4.87,1.15,-7.61
5.04,16.24,-19.85
5.21,16.49,-25.92
5.38,-0.22,-14.02
5.54,-17.28,1.27
5.71,-19.22,14.77
5.88,-0.86,3.75
6.04,18.22,-11.62
6.21,24.34,-33.36
6.38,4.97,-22.9
6.53,-19.08,-3.64
6.71,-31.36,33.25
6.87,-11.38,32.46
7.03,20.88,8.03
7.2,41.22,-38.07
7.37,24.37,-49.78
7.53,-15.59,-28.38
7.7,-50.94,29.11
7.88,-40.54,53.87
8.03,4.43,35.79
8.19,51.12,-14.88
8.34,65.81,-64.73
8.51,32.36,-60.4
8.68,-29.7,-22.99
8.85,-75.42,43.79
9.02,-68.08,72.96
9.19,-9.25,50.68
9.35,59.51,-9.15
9.52,92.7,-70.72
9.69,73.33,-70.21
9.85,9.29,-53.08
10.01,-69.48,11.81
10.18,-108.61,68.77
10.35,-100.08,64.99
10.5,-44.71,54.75
10.68,48.42,4.69
10.82,107.14,-55.77
10.99,131.62,-73.43
11.16,115.38,-71.12
11.33,49.9,-64.39
11.5,-46.55,-30.3
11.67,-119.12,38.63
11.84,-149.18,56.69
12.01,-153.11,49.03
12.18,-130.25,48.98
12.35,-65.81,45.65
12.51,33.91,16.12
12.67,110.56,-33.66
12.83,151.81,-70.8
13.01,173.2,-78.36
13.17,173.16,-147.52
13.33,172.66,-187.57
13.5,174.71,-183.26
13.68,177.59,-146.87
13.85,180.07,-100.31
14.01,181.4,-60.69
14.18,181.73,-29.72
14.35,181.37,-9.53
14.51,181.22,4.23
14.68,180.5,11.2
14.85,180.29,18.3
15.02,180.11,24.43
15.19,180.47,32.83
15.36,180.5,38.24
15.52,180.47,41.47
15.69,180.5,43.39
15.86,180.65,44.22
16.03,180.94,43.34
16.2,180.79,36.88
16.37,180.65,27.05
16.54,180.18,13.27
16.71,179.71,-0.46
16.76,179.57,-4.6
16.93,179.53,-13.57
17.1,179.93,-17.62
