Time,Data1,Data2
0.01,0.04,0.0
0.15,0.4,-1.75
0.3,1.58,-9.12
0.43,1.55,-14.82
0.57,-2.2,-5.8
0.7,-4.54,3.12
0.85,-2.23,2.03
0.98,2.81,-7.61
1.12,6.34,-17.42
1.28,3.42,-16.52
1.42,-3.31,-7.16
1.55,-7.7,1.78
1.71,-5.94,4.17
1.85,2.09,-6.54
2.0,8.64,-16.7
2.14,8.82,-22.4
2.27,1.76,-15.62
2.42,-7.2,-6.49
2.55,-11.45,2.11
2.7,-6.44,0.7
2.86,5.08,-10.21
3.01,12.64,-20.2
3.16,9.86,-21.71
3.3,-1.08,-13.06
3.45,-11.45,-3.56
3.6,-13.9,4.57
3.76,-2.99,-5.45
3.9,9.47,-15.85
4.05,15.55,-24.71
4.19,9.5,-21.01
4.32,-2.63,-11.86
4.45,-13.28,-2.92
4.6,-16.24,5.14
4.74,-5.9,-4.23
4.89,8.42,-15.08
5.02,16.67,-23.38
5.17,13.03,-23.41
5.33,-2.2,-12.74
5.47,-15.12,-2.26
5.64,-17.06,6.18
5.79,-3.96,-3.86
5.92,10.69,-13.76
6.06,19.44,-22.75
6.19,15.01,-21.6
6.34,-0.36,-11.87
6.47,-14.72,-1.68
6.63,-21.31,12.35
6.78,-8.68,4.34
6.94,11.27,-8.57
7.08,23.11,-24.13
7.23,18.22,-27.22
7.36,1.4,-18.95
7.51,-18.5,-4.55
7.64,-28.15,18.09
7.79,-18.47,24.19
7.93,5.76,13.71
8.07,27.72,-9.49
8.2,36.0,-41.39
8.35,18.14,-41.08
8.49,-14.26,-23.84
8.63,-40.57,14.16
8.77,-44.53,49.97
8.91,-17.32,43.45
9.06,25.16,16.41
9.21,55.76,-34.62
9.35,51.8,-60.23
9.5,14.98,-50.87
9.65,-37.62,-13.46
9.78,-67.32,35.31
9.93,-64.3,65.58
10.06,-28.08,56.37
10.2,28.12,25.36
10.35,73.87,-29.4
10.49,82.3,-71.67
10.64,49.5,-61.01
10.78,-9.65,-35.23
10.93,-71.32,23.28
11.08,-97.2,70.19
11.24,-79.49,66.99
11.38,-22.61,50.53
11.52,46.19,5.51
11.66,98.57,-53.11
11.81,113.72,-69.55
11.95,92.81,-69.68
12.1,32.98,-64.55
12.26,-53.75,-24.48
12.42,-114.12,37.04
12.58,-136.04,50.81
12.72,-127.94,48.03
12.86,-87.98,47.78
13.02,-1.87,31.44
13.18,82.26,1.67
13.33,133.7,-52.84
13.48,156.85,-57.82
13.62,165.31,-51.64
13.77,162.61,-49.01
13.91,147.24,-48.92
14.06,109.76,-49.17
14.2,34.78,-37.25
14.35,-55.01,-27.83
14.5,-119.66,23.54
14.63,-152.93,53.8
14.67,-159.73,53.53
14.82,-176.54,71.25
14.96,-181.66,131.19
15.13,-189.79,205.07
15.28,-225.36,170.67
15.44,-298.73,128.48
15.59,-38.66,100.33
15.74,-117.22,76.43
15.89,-159.19,60.23
16.04,-185.04,48.34
16.2,-216.86,38.26
16.35,-271.12,33.05
16.49,-354.24,31.13
16.63,-79.24,27.46
16.76,-132.48,23.71
16.9,-159.19,21.82
17.05,-173.45,20.04
17.19,-182.2,18.19
17.32,-192.13,17.16
17.46,-209.88,16.07
17.61,-249.62,15.12
17.77,-332.32,14.71
17.93,-70.99,14.02
18.08,-128.88,12.63
18.22,-154.48,12.34
18.37,-161.6,11.9
18.52,-155.16,11.57
18.65,-133.38,10.96
18.79,-85.72,10.45
18.93,-6.12,9.6
19.07,-284.04,9.68
19.23,-228.31,9.23
19.38,-208.94,8.72
19.53,-210.35,8.6
19.67,-233.39,8.54
19.81,-283.97,8.83
19.95,-5.18,8.75
20.09,-83.02,8.38
20.22,-128.3,8.16
20.36,-145.4,7.96
20.51,-140.47,7.88
20.65,-112.0,7.77
20.78,-52.74,5.19
20.92,-331.45,-3.94
21.07,-253.84,-45.79
21.23,-212.94,-83.28
21.38,-189.61,-77.5
21.53,-187.06,-128.48
21.67,-187.27,-164.95
21.81,-185.51,-167.56
21.95,-184.03,-154.05
22.1,-181.62,-120.47
22.25,-179.75,-82.96
22.39,-178.74,-52.06
22.53,-178.45,-28.58
22.66,-178.42,-10.72
22.8,-178.85,-0.24
22.94,-179.46,5.83
23.08,-179.6,12.29
23.22,-179.93,17.14
23.36,-179.68,24.03
23.5,-179.75,28.66
23.65,-179.96,32.28
23.81,-179.64,39.09
23.94,-179.6,42.84
24.09,-179.46,46.14
24.24,-179.57,46.48
24.39,-179.28,47.11
24.53,-179.21,44.77
24.66,-179.17,39.49
24.8,-179.5,30.07
24.94,-179.89,18.84
25.09,-180.04,7.55
25.22,-180.29,-3.12
25.36,-180.29,-11.3
25.5,-180.18,-17.69
25.64,-180.43,-24.83
25.78,-180.29,-28.42
25.91,-180.43,-32.35
26.07,-180.43,-34.62
26.22,-180.65,-35.38
26.37,-180.86,-33.68
26.52,-180.9,-27.99
26.67,-180.4,-16.39
26.8,-179.96,-4.23
26.94,-179.5,8.28
27.09,-179.35,18.27
27.25,-179.68,24.13
27.4,-180.0,28.21
27.53,-179.68,34.83
27.67,-179.53,40.06
27.81,-179.5,43.56
27.95,-179.46,45.71
28.1,-179.42,46.48
28.23,-179.21,46.13
28.37,-179.24,42.62
28.51,-179.17,37.03
28.64,-179.35,27.81
28.78,-180.04,14.44
28.92,-180.25,3.38
29.06,-180.72,-8.09
29.09,-180.76,-10.01
29.24,-180.32,-14.64
29.39,-180.0,-18.57
29.54,-180.32,-25.27
29.68,-180.22,-28.62
29.81,-180.22,-31.39
29.95,-180.47,-34.35
30.09,-180.65,-35.18
30.25,-180.72,-33.23
30.39,-180.68,-28.1
30.55,-180.5,-18.43
30.7,-180.04,-5.75
30.84,-179.5,7.18
30.99,-179.24,17.93
31.14,-179.46,23.73
31.27,-179.96,25.8
31.41,-179.89,30.51
31.55,-179.75,35.62
31.69,-179.89,38.45
31.82,-179.53,43.56
31.98,-179.46,46.48
32.13,-179.35,47.81
32.27,-179.14,47.49
32.41,-178.96,44.65
32.54,-179.24,36.72
32.68,-179.64,26.05
32.82,-179.89,14.92
32.96,-180.22,3.2
33.11,-180.65,-8.84
33.24,-180.47,-14.82
33.39,-180.11,-18.92
33.54,-180.18,-23.99
33.68,-180.29,-28.3
33.83,-180.22,-31.0
33.97,-180.36,-33.53
34.11,-180.32,-33.84
34.26,-180.61,-34.19
34.41,-180.83,-31.92
34.55,-180.65,-25.4
34.68,-180.29,-15.77
34.82,-179.89,-4.82
34.96,-179.86,4.5
35.11,-179.42,16.09
35.25,-179.5,22.67
35.38,-179.86,26.24
35.53,-179.89,31.29
35.69,-179.64,37.91
35.84,-179.46,42.67
35.98,-179.5,44.64
36.11,-179.5,45.5
36.25,-179.35,45.68
36.4,-179.17,44.01
36.53,-179.17,39.43
36.68,-179.5,29.9
36.82,-179.89,18.27
36.98,-180.18,5.78
37.13,-180.68,-6.28
37.28,-180.4,-12.02
37.42,-180.29,-16.28
37.55,-180.25,-20.17
37.69,-180.32,-23.18
37.83,-180.25,-24.47
37.98,-180.4,-25.51
38.13,-180.58,-25.12
38.28,-180.83,-22.46
38.44,-180.47,-13.31
38.59,-179.96,-1.67
38.74,-179.68,8.97
38.89,-179.24,19.37
39.04,-179.5,24.35
39.17,-179.75,27.37
39.31,-179.71,31.13
39.45,-179.86,33.71
39.59,-179.57,37.72
39.72,-179.5,39.69
39.87,-179.5,39.9
40.01,-179.35,39.29
40.16,-179.28,35.97
40.32,-179.24,29.3
40.47,-179.64,18.52
40.6,-180.0,7.42
40.74,-180.29,-3.16
40.88,-180.54,-12.58
41.02,-180.4,-18.07
41.15,-180.18,-21.98
41.29,-180.11,-25.89
41.45,-180.25,-30.33
41.6,-180.22,-32.77
41.76,-180.47,-35.6
41.91,-180.58,-35.89
42.05,-180.68,-33.77
42.2,-180.72,-28.65
42.34,-180.54,-20.46
42.48,-180.11,-9.18
42.62,-179.68,2.53
42.75,-179.42,12.59
42.89,-179.68,18.46
43.05,-179.64,25.64
43.2,-179.64,31.24
43.36,-179.82,34.66
43.51,-180.0,37.36
43.54,-180.0,38.15
43.7,-179.68,43.84
43.84,-179.75,46.48
43.98,-179.57,49.52
44.12,-179.42,51.14
