Time,Data1,Data2
0.01,0.0,0.0
0.14,-0.61,2.07
0.28,-2.23,8.03
0.42,-2.66,13.65
0.56,1.08,5.18
0.7,4.36,-4.39
0.83,3.96,-7.9
0.98,-1.26,1.06
1.12,-5.62,10.21
1.27,-5.36,14.53
1.41,0.83,4.87
1.55,6.52,-4.68
1.7,7.38,-10.86
1.83,1.76,-4.34
1.97,-5.65,4.76
2.11,-9.11,12.42
2.25,-5.47,11.1
2.39,3.1,2.23
2.54,9.68,-6.68
2.68,8.89,-9.21
2.84,-0.36,-0.13
2.98,-8.89,8.81
3.13,-11.45,16.63
3.27,-4.18,10.19
3.43,6.95,0.35
3.57,12.71,-8.09
3.71,8.5,-6.41
3.86,-2.59,2.84
3.99,-11.3,11.06
4.13,-13.32,18.09
4.27,-5.15,10.57
4.41,7.02,0.64
4.54,14.62,-9.63
4.69,12.24,-12.03
4.82,1.15,-3.97
4.96,-11.63,6.26
5.12,-16.96,18.28
5.28,-6.59,11.5
5.42,8.32,1.25
5.57,18.9,-14.37
5.72,15.19,-23.3
5.87,-1.62,-13.76
6.01,-19.08,4.76
6.15,-26.28,33.41
6.29,-13.57,38.39
6.44,11.48,23.68
6.58,32.0,-9.65
6.73,34.42,-48.64
6.86,11.52,-44.67
7.0,-21.31,-22.82
7.14,-46.91,24.29
7.27,-45.94,64.18
7.43,-8.21,54.59
7.59,40.32,10.93
7.74,64.8,-45.25
7.89,48.13,-62.73
8.03,2.95,-43.24
8.17,-51.59,9.32
8.33,-78.8,69.73
8.47,-62.17,83.38
8.61,-12.71,57.74
8.76,51.37,2.77
8.89,85.57,-50.01
9.03,86.51,-78.4
9.17,52.63,-59.65
9.32,-19.22,-12.59
9.47,-79.45,50.63
9.63,-100.55,97.54
9.77,-81.97,95.6
9.92,-21.64,68.25
10.06,49.64,15.78
10.2,97.34,-39.46
10.33,112.86,-65.48
10.5,88.78,-64.14
10.65,24.05,-46.11
10.8,-57.82,3.94
10.95,-111.71,63.99
11.08,-130.93,84.15
11.23,-125.35,75.38
11.36,-90.61,75.22
11.5,-21.06,59.33
11.64,60.3,31.42
11.78,118.73,-24.96
11.93,145.33,-52.55
12.07,152.6,-45.61
12.22,139.18,-44.93
12.38,94.36,-44.56
12.53,11.34,-26.6
12.67,-69.12,-11.47
12.83,-130.07,50.01
12.98,-158.33,71.78
13.11,-173.59,70.9
13.26,-173.09,124.43
13.41,-173.66,151.83
13.55,-175.43,150.38
13.7,-176.9,133.4
13.85,-178.92,102.45
14.0,-180.32,71.06
14.14,-181.01,46.0
14.28,-181.12,27.46
14.42,-181.01,14.26
14.55,-180.68,5.37
14.59,-180.54,4.09
14.73,-180.4,-2.39
14.86,-180.32,-7.56
15.01,-179.89,-10.01
15.17,-180.07,-15.14
15.32,-180.11,-18.94
15.46,-180.07,-21.13
15.59,-180.14,-22.98
15.73,-180.32,-24.31
15.87,-180.43,-23.78
16.01,-180.72,-22.19
16.15,-180.58,-15.72
16.29,-180.18,-6.04
16.44,-179.78,5.22
16.6,-179.39,16.82
16.75,-179.53,23.46
16.88,-179.71,28.47
17.02,-179.82,33.13
17.17,-179.42,40.62
17.32,-179.46,44.8
17.46,-179.1,49.0
17.6,-179.17,49.01
17.75,-179.14,47.07
17.89,-179.1,42.65
18.03,-179.17,35.1
18.17,-179.68,23.36
18.3,-180.07,11.42
18.46,-180.54,-1.52
18.61,-180.25,-7.88
18.77,-180.11,-14.15
18.92,-180.18,-19.85
19.05,-180.14,-23.55
19.19,-180.0,-26.0
19.33,-180.04,-28.58
19.47,-180.29,-31.2
19.63,-180.54,-32.19
19.77,-180.72,-30.2
19.93,-180.72,-23.7
20.08,-180.32,-12.75
20.24,-179.78,1.49
20.39,-179.46,13.52
20.53,-179.35,22.72
20.67,-179.35,29.96
20.81,-179.39,35.97
20.95,-179.42,40.17
21.09,-179.42,42.75
21.23,-179.46,43.71
21.36,-179.35,44.27
21.5,-179.35,42.97
21.66,-179.21,40.34
21.81,-179.32,34.77
21.97,-179.28,27.0
22.12,-179.82,15.03
22.25,-180.22,3.73
22.39,-180.43,-5.13
22.53,-180.43,-11.17
22.67,-180.07,-13.88
22.81,-179.93,-17.21
22.96,-179.86,-20.65
23.1,-180.0,-24.34
23.24,-179.96,-26.71
23.4,-180.07,-29.74
23.55,-180.25,-31.98
23.7,-180.4,-32.85
23.85,-180.5,-31.56
24.0,-180.5,-27.09
24.15,-180.54,-20.43
24.29,-180.25,-10.16
24.42,-179.82,1.84
24.56,-179.42,13.88
24.7,-179.1,24.24
24.84,-179.35,29.61
24.98,-179.42,34.37
25.14,-179.5,38.24
25.28,-179.35,41.55
25.44,-179.24,43.13
25.6,-179.14,42.06
25.75,-179.24,37.46
25.91,-179.17,30.79
26.06,-179.6,19.63
26.19,-180.04,7.79
26.33,-180.29,-2.28
26.47,-180.32,-9.92
26.62,-180.25,-16.44
26.77,-180.14,-21.26
26.9,-180.14,-25.25
27.04,-180.0,-27.85
27.2,-180.25,-31.9
27.34,-180.29,-33.65
27.48,-180.47,-34.46
27.64,-180.61,-33.15
27.8,-180.61,-27.78
27.95,-180.4,-18.95
28.12,-180.0,-5.46
28.26,-179.53,6.46
28.4,-179.42,15.8
28.53,-179.35,23.3
28.67,-179.68,27.83
28.82,-179.71,33.15
28.97,-179.71,37.99
29.12,-179.53,43.39
29.15,-179.42,44.8
29.31,-179.5,47.71
29.46,-179.46,49.6
29.59,-179.21,51.3
29.73,-179.1,50.39
29.87,-178.88,47.87
30.02,-179.1,39.22
30.17,-179.6,26.31
30.3,-180.11,12.99
30.44,-180.5,0.98
30.59,-180.5,-7.88
30.73,-180.22,-12.67
30.87,-180.04,-17.08
31.0,-180.22,-22.77
31.14,-180.14,-26.47
31.28,-180.32,-30.47
31.42,-180.36,-32.59
31.57,-180.54,-33.6
31.71,-180.68,-32.65
31.87,-180.72,-27.43
32.02,-180.36,-17.32
32.18,-179.93,-4.12
32.33,-179.42,8.83
32.46,-179.35,17.82
32.6,-179.6,23.41
32.74,-179.6,28.94
32.88,-179.57,34.22
33.03,-179.75,37.72
33.16,-179.68,41.64
33.3,-179.6,45.78
33.44,-179.1,50.61
33.58,-179.21,50.52
33.71,-179.06,49.46
33.85,-178.96,45.92
34.01,-179.14,36.31
34.16,-179.71,22.67
34.32,-180.22,7.75
34.47,-180.65,-4.85
34.6,-180.47,-11.25
34.74,-180.29,-15.8
34.88,-180.11,-18.94
35.03,-180.11,-22.05
35.19,-180.25,-25.12
35.33,-180.22,-25.84
35.47,-180.36,-25.81
35.62,-180.61,-24.75
35.77,-180.54,-19.88
35.91,-180.4,-12.93
36.04,-180.0,-3.28
36.19,-179.93,5.86
36.33,-179.68,15.49
36.49,-179.5,25.68
36.65,-179.32,34.34
36.8,-179.14,40.31
36.93,-179.21,42.71
37.07,-179.24,43.39
37.21,-179.24,42.31
37.35,-179.21,39.64
37.48,-179.03,35.62
37.63,-179.35,25.86
37.79,-179.86,12.59
37.94,-180.22,0.42
38.08,-180.4,-8.67
38.21,-180.25,-14.48
38.36,-180.07,-19.16
38.51,-180.11,-23.7
38.65,-180.25,-27.65
38.79,-180.32,-30.07
38.93,-180.47,-31.61
39.07,-180.54,-31.13
39.22,-180.86,-29.13
39.38,-180.43,-19.79
39.53,-180.11,-9.07
39.69,-179.75,3.54
39.83,-179.5,14.88
39.97,-179.39,23.79
40.11,-179.5,30.06
40.25,-179.64,34.91
40.39,-179.5,40.28
40.52,-179.35,45.01
40.66,-179.32,47.73
40.82,-179.32,48.85
40.98,-179.14,48.64
41.13,-179.06,45.41
41.29,-179.1,38.12
41.43,-179.6,26.37
41.57,-179.96,14.87
41.71,-180.36,3.51
41.85,-180.36,-4.26
41.99,-180.25,-9.55
42.12,-180.11,-13.52
42.26,-180.0,-16.98
42.42,-180.0,-20.8
42.58,-180.18,-24.95
42.73,-180.07,-26.6
42.89,-180.22,-28.86
43.05,-180.36,-29.42
43.2,-180.58,-28.63
43.34,-180.58,-24.72
43.49,-180.58,-17.53
43.64,-180.0,-5.5
43.68,-179.93,-2.48
43.82,-179.89,7.03
43.96,-179.5,17.83
44.09,-179.17,27.27
44.24,-179.5,31.92
44.38,-179.57,36.05
44.52,-179.5,39.94
44.66,-179.39,42.92
44.82,-179.46,43.21
44.97,-179.35,42.25
45.11,-179.39,38.79
45.25,-179.32,34.46
45.4,-179.32,27.17
45.54,-179.64,16.5
45.68,-180.11,4.74
45.82,-180.32,-5.05
45.96,-180.18,-11.74
46.11,-180.54,-20.4
46.25,-180.58,-25.01
46.39,-180.54,-26.36
46.55,-180.58,-25.94
46.7,-180.47,-22.21
46.86,-180.5,-16.18
47.0,-180.11,-5.99
47.14,-179.68,4.58
47.28,-179.57,13.55
47.42,-179.42,21.81
47.56,-179.5,27.89
47.71,-179.28,34.21
47.85,-179.46,36.82
47.99,-179.42,39.09
48.13,-179.32,39.98
48.27,-179.24,39.24
48.43,-179.17,36.29
48.57,-179.24,30.06
48.71,-179.64,20.52
48.85,-180.0,10.19
48.99,-180.4,0.11
49.12,-180.07,-4.9
49.26,-179.93,-9.65
49.41,-180.22,-16.68
49.55,-180.14,-20.91
49.69,-180.07,-24.39
49.82,-180.22,-27.93
49.96,-180.32,-30.59
50.12,-180.47,-31.61
50.27,-180.65,-30.99
50.43,-180.54,-25.92
50.57,-180.47,-18.46
50.73,-179.82,-6.36
50.88,-179.64,3.16
51.02,-179.42,11.54
51.17,-179.89,15.97
51.32,-179.71,23.17
51.45,-179.68,28.47
51.59,-179.82,32.25
51.73,-179.53,37.6
51.87,-179.68,40.36
52.02,-179.42,44.61
52.15,-179.39,46.35
52.29,-179.32,46.75
52.43,-179.14,45.79
52.58,-179.03,41.96
52.74,-179.32,32.54
52.89,-179.86,19.21
53.04,-180.25,7.07
53.19,-180.36,-2.37
53.33,-180.18,-8.09
53.47,-180.0,-12.98
53.61,-180.11,-19.11
53.75,-180.04,-23.07
53.89,-180.18,-27.72
54.03,-179.96,-29.72
54.18,-180.04,-32.96
54.33,-180.07,-35.63
54.48,-180.25,-37.84
54.63,-180.43,-38.84
54.78,-180.68,-38.34
54.92,-180.83,-34.72
55.06,-180.5,-25.15
55.21,-180.11,-12.66
55.35,-179.82,-0.54
55.49,-179.53,10.8
55.63,-179.42,20.83
55.77,-179.39,29.21
55.9,-178.99,36.96
56.04,-179.14,39.99
56.2,-179.28,39.98
56.35,-179.03,39.22
56.51,-179.21,32.85
56.65,-179.6,23.15
56.79,-180.0,13.04
56.93,-180.36,3.25
57.07,-180.04,-1.87
57.21,-180.11,-8.08
57.36,-180.22,-14.68
57.51,-180.07,-18.19
57.68,-179.89,-21.29
57.83,-180.11,-25.3
57.97,-180.25,-28.02
58.12,-180.43,-29.67
58.16,-180.43,-29.69
58.31,-180.5,-28.09
58.46,-180.43,-23.66
58.59,-180.4,-18.01
58.73,-180.29,-9.95
58.88,-179.89,1.14
59.04,-179.68,12.55
59.19,-179.5,22.09
59.33,-179.39,30.31
59.48,-179.39,36.21
59.64,-179.71,39.06
59.79,-179.82,41.9
59.93,-179.57,45.82
60.08,-179.39,48.45
60.22,-179.32,49.24
60.36,-179.14,48.55
60.5,-179.14,44.89
60.65,-179.14,38.08
60.79,-179.42,27.41
60.93,-179.93,14.61
61.07,-180.25,2.98
61.21,-180.5,-7.13
61.35,-180.47,-14.07
61.5,-180.29,-18.7
61.63,-180.07,-21.34
61.77,-180.22,-24.8
62.01,-180.43,-28.21
