Time,Data1,Data2
0.01,0.07,0.0
0.15,0.5,-2.08
0.3,1.55,-8.36
0.44,0.94,-10.94
0.57,-1.94,-3.77
0.71,-4.1,5.85
0.85,-1.76,4.92
0.99,3.46,-4.79
1.12,6.19,-12.72
1.28,2.84,-9.55
1.41,-3.02,-0.38
1.55,-7.27,9.15
1.69,-5.54,10.22
1.83,1.62,1.09
1.97,7.81,-8.03
2.12,8.46,-13.97
2.27,0.68,-5.96
2.42,-7.42,3.41
2.56,-10.51,12.14
2.69,-5.11,7.74
2.84,4.64,-1.51
2.98,11.34,-10.11
3.11,10.33,-13.31
3.26,0.97,-5.53
3.39,-8.64,3.46
3.55,-13.36,13.38
3.7,-5.22,6.34
3.86,7.56,-4.36
4.0,14.33,-13.19
4.14,10.37,-12.8
4.28,-0.68,-4.66
4.42,-12.46,6.6
4.55,-16.49,18.63
4.7,-7.63,13.63
4.84,7.09,3.62
4.98,17.75,-10.33
5.11,18.9,-25.3
5.27,2.99,-15.93
5.41,-15.52,0.64
5.56,-26.39,31.84
5.7,-17.14,45.04
5.85,7.6,32.62
5.99,30.35,0.83
6.13,37.73,-39.81
6.27,17.14,-45.33
6.41,-16.96,-23.46
6.55,-46.3,23.82
6.69,-49.75,68.08
6.82,-21.89,62.95
6.96,23.58,30.31
7.1,59.58,-21.69
7.24,63.4,-63.51
7.38,33.19,-56.96
7.53,-24.84,-21.34
7.69,-72.04,41.74
7.84,-76.0,86.63
8.0,-33.19,67.47
8.16,35.93,17.46
8.3,81.61,-40.49
8.47,86.76,-78.33
8.61,48.38,-57.97
8.76,-18.54,-15.16
8.91,-78.84,46.14
9.05,-100.22,91.49
9.21,-82.19,90.61
9.36,-22.75,64.51
9.49,47.88,14.82
9.63,96.05,-38.28
9.76,112.32,-64.92
9.91,95.51,-63.61
10.04,44.89,-54.31
10.19,-34.67,-15.73
10.34,-100.26,44.88
10.49,-128.16,80.21
10.63,-127.08,72.07
10.78,-92.84,71.97
10.93,-18.11,54.46
11.08,69.08,23.2
11.23,123.08,-32.49
11.38,147.31,-54.27
11.53,151.96,-47.79
11.69,132.34,-48.32
11.83,83.41,-48.05
11.97,3.17,-31.0
12.11,-75.85,-15.22
12.26,-129.89,41.45
12.4,-155.63,67.36
12.52,-171.29,61.72
12.66,-172.8,100.76
12.81,-174.64,116.91
12.95,-176.04,115.31
13.1,-177.41,101.24
13.26,-179.06,75.3
13.41,-180.14,50.26
13.57,-180.65,27.97
13.72,-180.83,11.65
13.85,-180.58,1.81
13.99,-180.47,-5.99
14.13,-180.29,-11.46
14.27,-180.22,-15.96
14.41,-180.04,-18.6
14.56,-180.25,-22.4
14.62,-180.29,-23.25
14.78,-180.4,-24.16
14.93,-180.68,-23.33
15.08,-180.14,-16.05
15.24,-180.25,-9.77
15.39,-179.96,-0.22
15.53,-179.78,8.7
15.67,-179.53,18.15
15.8,-179.46,25.67
15.94,-179.39,32.3
16.09,-179.46,37.35
16.23,-179.39,41.53
16.36,-179.35,44.27
16.51,-179.39,44.93
16.67,-179.24,44.59
16.82,-179.1,42.19
16.96,-179.28,36.11
17.09,-179.39,28.62
17.23,-179.82,18.04
17.38,-180.0,7.87
17.53,-180.22,-2.0
17.68,-180.22,-9.21
17.82,-180.07,-14.1
17.96,-179.96,-17.72
18.1,-180.07,-22.05
18.24,-180.18,-25.62
18.38,-180.22,-28.13
18.51,-180.29,-29.3
18.67,-180.5,-29.53
18.83,-180.76,-27.43
18.98,-180.54,-19.56
19.13,-180.14,-8.56
19.28,-180.04,3.06
19.43,-179.39,17.3
19.56,-179.32,26.87
19.7,-179.39,33.52
19.85,-179.53,38.93
20.0,-179.35,44.83
20.13,-179.39,48.03
20.28,-179.21,50.77
20.43,-179.1,50.97
20.57,-179.24,47.97
20.71,-179.06,44.41
20.84,-179.32,36.51
21.0,-179.71,25.09
21.15,-180.14,13.27
21.31,-180.25,3.65
21.46,-180.0,-2.26
21.6,-179.89,-7.58
21.73,-180.25,-14.68
21.87,-180.07,-17.91
22.01,-180.07,-21.34
22.17,-180.29,-24.63
22.32,-180.5,-26.45
22.47,-180.54,-25.11
22.62,-180.29,-19.8
22.76,-180.4,-14.72
22.9,-179.93,-5.48
23.04,-180.07,1.28
23.18,-179.53,11.25
23.31,-179.39,18.78
23.45,-179.32,24.69
23.59,-179.57,27.86
23.75,-179.86,30.31
23.88,-179.89,33.34
24.04,-179.96,36.95
24.19,-179.68,42.46
24.35,-179.5,47.41
24.5,-179.39,50.76
24.64,-179.39,52.42
24.78,-179.28,53.08
24.93,-179.1,52.07
25.07,-178.85,49.17
25.21,-179.1,41.02
25.35,-179.6,29.24
25.49,-180.04,16.34
25.63,-180.43,4.9
25.77,-180.29,-2.1
25.91,-180.22,-7.83
26.05,-180.07,-12.06
26.18,-180.11,-16.37
26.32,-180.18,-19.82
26.47,-180.4,-22.82
26.62,-180.4,-22.85
26.77,-180.58,-21.58
26.92,-180.76,-17.88
27.08,-180.32,-7.23
27.23,-179.71,5.38
27.37,-179.35,16.39
27.51,-179.24,24.56
27.64,-179.6,28.7
27.79,-179.71,33.6
27.94,-179.46,39.51
28.08,-179.5,42.75
28.22,-179.64,44.65
28.35,-179.32,47.94
28.49,-179.32,48.45
28.65,-179.06,48.0
28.81,-179.1,43.32
28.96,-179.21,35.87
29.12,-179.68,23.58
29.16,-179.86,19.93
29.32,-180.04,8.24
29.47,-180.4,-2.77
29.6,-180.47,-9.98
29.74,-180.22,-13.51
29.88,-180.11,-16.37
30.02,-180.07,-18.62
30.15,-180.14,-20.4
30.29,-180.11,-20.78
30.45,-180.43,-21.53
30.6,-180.61,-19.37
30.75,-180.54,-12.95
30.9,-180.07,-2.15
31.05,-179.71,10.06
31.2,-179.57,20.64
31.34,-179.28,30.14
31.48,-179.28,36.77
31.62,-179.46,41.03
31.76,-179.42,45.39
31.89,-179.6,46.99
32.03,-179.42,49.73
