Time,Data1,Data2
0.01,-0.07,0.0
0.16,0.11,-0.72
0.32,-0.83,3.8
0.45,-1.51,10.05
0.59,0.29,8.41
0.72,3.24,-0.7
0.87,4.39,-10.22
1.01,-0.36,-2.63
1.14,-4.86,6.04
1.29,-6.44,14.23
1.44,-0.68,6.86
1.59,5.8,-3.33
1.73,8.46,-12.72
1.86,3.46,-7.03
2.0,-4.61,2.76
2.14,-9.29,10.9
2.28,-7.13,11.55
2.41,0.86,2.08
2.56,8.86,-8.19
2.71,10.44,-15.89
2.87,1.19,-5.83
3.01,-8.32,3.78
3.15,-12.2,12.19
3.3,-5.62,5.3
3.44,5.26,-5.35
3.59,12.53,-14.69
3.72,11.02,-16.9
3.86,0.76,-8.46
3.99,-9.36,0.03
4.14,-14.26,8.43
4.28,-7.63,3.04
4.43,4.82,-7.55
4.57,13.93,-16.74
4.72,12.46,-19.69
4.88,-0.36,-10.41
5.04,-13.14,0.24
5.19,-15.62,8.27
5.35,-3.67,-0.7
5.49,10.44,-10.91
5.65,17.71,-20.73
5.79,10.66,-17.19
5.92,-2.95,-8.83
6.07,-16.16,3.17
6.2,-19.69,16.57
6.35,-8.03,10.05
6.48,8.24,-0.18
6.6,20.45,-15.24
6.73,23.65,-35.26
6.87,9.94,-30.03
7.02,-13.86,-15.59
7.17,-30.35,16.81
7.32,-26.1,42.06
7.46,0.25,32.16
7.6,28.55,4.39
7.75,43.85,-42.33
7.9,27.07,-54.01
8.04,-11.52,-36.48
8.2,-49.32,15.29
8.34,-56.63,63.24
8.47,-30.67,60.92
8.61,16.56,31.48
8.75,59.8,-22.77
8.89,70.92,-70.98
9.04,42.7,-68.11
9.19,-16.56,-34.14
9.35,-72.0,32.27
9.5,-84.17,85.69
9.65,-53.89,74.47
9.79,6.34,36.43
9.93,64.15,-18.63
10.07,94.0,-73.81
10.21,85.54,-81.33
10.35,42.26,-62.31
10.48,-23.18,-20.28
10.63,-85.18,43.53
10.76,-106.96,84.23
10.9,-98.39,83.19
11.05,-50.26,73.11
11.2,27.94,27.73
11.35,94.03,-32.89
11.49,121.14,-72.74
11.63,119.56,-68.4
11.77,82.76,-67.87
11.91,12.67,-50.2
12.06,-68.44,-10.99
12.19,-118.66,43.1
12.34,-144.29,69.46
12.47,-150.23,62.45
12.61,-136.04,61.88
12.76,-94.0,61.32
12.92,-3.71,36.42
13.07,81.54,9.39
13.22,131.36,-44.32
13.37,156.71,-60.48
13.52,169.2,-53.45
13.66,174.13,-39.98
13.8,178.06,-12.11
13.94,180.5,16.55
14.09,181.33,35.67
14.23,181.19,45.09
14.37,180.97,50.55
14.51,180.65,52.76
14.54,180.68,53.43
14.68,180.79,55.48
14.81,180.9,55.34
14.95,181.04,52.73
15.09,181.04,46.21
15.25,180.5,32.4
15.4,180.0,18.07
15.53,179.75,6.07
15.67,179.5,-4.93
15.81,179.64,-12.27
15.96,179.57,-19.58
16.11,179.78,-23.71
16.24,179.86,-27.21
16.38,179.78,-30.54
16.52,179.71,-32.97
16.67,179.57,-34.38
16.8,179.5,-33.82
16.94,179.32,-31.53
17.08,179.46,-25.43
17.23,179.71,-15.96
17.36,180.14,-5.01
17.5,180.47,5.67
