Time,Data1,Data2
0.01,0.04,0.0
0.14,0.25,-1.04
0.28,1.15,-6.54
0.43,1.3,-11.84
0.57,-1.4,-5.9
0.72,-3.64,2.87
0.87,-1.44,1.22
1.01,3.1,-7.64
1.16,5.54,-15.83
1.29,3.1,-14.9
1.43,-2.77,-6.46
1.57,-6.88,2.39
1.72,-5.0,3.19
1.85,1.3,-4.85
1.99,7.24,-13.71
2.14,8.14,-20.0
2.27,2.12,-13.52
2.41,-5.83,-4.92
2.54,-9.83,2.85
2.69,-6.26,1.44
2.83,2.7,-7.47
2.96,9.5,-15.4
3.12,10.19,-21.34
3.27,1.01,-13.97
3.43,-9.18,-4.73
3.57,-12.49,3.27
3.72,-5.33,-3.04
3.86,5.8,-12.21
4.0,13.07,-20.64
4.15,10.8,-22.09
4.28,1.04,-15.17
4.44,-10.91,-5.77
4.59,-14.54,2.85
4.75,-4.64,-4.57
4.9,9.14,-14.53
5.05,15.88,-22.82
5.19,10.76,-21.05
5.32,-1.26,-13.12
5.48,-14.04,-3.46
5.62,-16.16,2.87
5.77,-5.47,-5.59
5.9,7.88,-14.45
6.04,17.14,-23.04
6.17,15.01,-24.71
6.33,0.61,-15.53
6.49,-14.36,-5.32
6.63,-18.68,3.33
6.77,-8.6,-2.98
6.91,6.3,-11.73
7.05,18.22,-20.54
7.18,18.4,-24.59
7.34,4.03,-15.94
7.49,-13.64,-5.37
7.65,-21.35,6.81
7.79,-11.52,0.43
7.94,6.41,-9.82
8.07,19.44,-19.15
8.21,20.99,-25.03
8.34,8.35,-17.16
8.49,-10.51,-6.91
8.63,-23.54,8.83
8.78,-20.34,17.32
8.94,0.47,7.67
9.08,21.17,-8.3
9.22,29.88,-30.97
9.36,17.57,-32.33
9.5,-7.96,-21.47
9.64,-30.13,3.44
9.78,-37.04,36.35
9.91,-19.26,33.95
10.06,13.9,17.94
10.21,42.77,-22.59
10.35,43.81,-56.35
10.5,13.03,-47.65
10.66,-34.13,-13.11
10.8,-58.28,34.74
10.94,-50.15,55.77
11.08,-9.86,44.59
11.22,39.64,7.16
11.37,70.2,-44.99
11.5,65.23,-70.34
11.65,23.69,-59.44
11.8,-40.03,-17.45
11.95,-80.28,39.69
12.08,-82.91,74.05
12.23,-46.66,59.04
12.37,15.8,25.57
12.51,72.0,-29.58
12.66,98.42,-77.23
12.82,81.36,-73.45
12.97,23.98,-51.59
13.13,-58.39,8.25
13.27,-103.82,66.36
13.41,-113.8,74.62
13.55,-90.04,74.94
13.69,-33.41,64.39
13.83,46.91,23.6
13.96,103.57,-31.34
14.1,130.18,-60.37
14.25,131.76,-57.52
14.38,106.52,-57.66
14.54,34.99,-47.09
14.58,11.52,-39.22
14.73,-73.33,-12.05
14.88,-125.24,43.08
15.02,-149.9,56.62
15.17,-156.53,49.51
15.31,-145.69,49.08
15.45,-112.1,48.92
15.6,-42.01,42.03
15.73,40.25,34.59
15.88,109.8,-7.02
16.03,149.76,-49.25
16.17,172.01,-50.04
16.32,177.34,-110.38
16.47,179.35,-176.21
16.62,190.62,-192.07
16.78,225.79,-142.61
16.94,286.99,-110.47
17.09,21.92,-88.75
17.23,99.68,-70.66
17.37,143.57,-56.75
17.5,164.81,-47.7
17.64,175.82,-40.46
17.79,184.57,-33.26
17.91,193.68,-30.59
18.06,214.2,-26.92
18.2,253.87,-24.31
18.35,332.21,-22.83
18.51,70.88,-20.73
18.66,128.77,-18.83
18.79,153.14,-17.9
18.94,160.85,-17.06
19.09,154.19,-16.49
19.23,131.4,-15.97
19.37,76.9,-14.98
19.52,347.72,-14.2
19.66,270.9,-14.53
19.8,227.2,-13.97
19.94,209.95,-13.41
20.09,211.82,-13.03
20.23,236.12,-12.67
20.37,288.76,-12.51
20.52,17.42,-12.3
20.66,91.33,-11.42
20.79,131.72,-11.26
20.94,145.19,-11.1
21.09,134.06,-10.96
21.23,96.95,-10.57
21.37,22.07,3.33
21.51,301.0,19.45
21.64,243.29,70.06
21.78,210.89,93.22
21.93,191.81,85.88
22.06,188.06,109.42
22.2,185.15,112.97
22.34,183.96,108.66
22.5,181.94,85.85
22.65,180.29,58.26
22.8,179.35,33.6
22.95,178.92,14.07
23.09,179.24,2.68
23.23,179.53,-4.79
23.37,179.75,-10.83
23.51,179.78,-16.41
23.64,179.78,-21.01
23.78,179.75,-24.71
23.94,179.68,-27.25
24.09,179.6,-28.07
24.25,179.46,-27.19
24.4,179.5,-22.98
24.54,179.35,-16.9
24.69,179.82,-5.27
24.86,180.36,10.0
25.0,180.58,20.8
25.14,180.79,29.98
25.28,180.61,35.71
25.41,180.29,39.17
25.56,180.61,45.68
25.7,180.97,50.82
25.84,180.94,51.53
25.97,181.12,50.65
26.12,181.19,45.81
26.26,180.83,35.63
26.4,180.14,22.0
26.55,179.68,8.46
26.7,179.5,-2.15
26.83,179.71,-7.98
26.97,179.96,-12.21
27.11,179.82,-17.45
27.25,179.75,-21.47
27.38,179.75,-23.87
27.53,179.68,-25.64
27.67,179.64,-25.89
27.81,179.5,-24.87
27.94,179.35,-21.55
28.09,179.5,-13.83
28.23,179.93,-3.17
28.37,180.29,8.08
28.51,180.65,19.0
28.67,180.54,26.93
28.8,180.32,31.88
28.94,180.43,37.64
28.98,180.58,39.77
29.13,180.29,42.76
29.27,180.32,46.45
