Time,Data1,Data2
0.01,-0.07,0.0
0.15,1.01,-5.1
0.3,1.76,-12.4
0.43,-0.43,-9.1
0.57,-3.38,-0.82
0.71,-3.49,3.91
0.86,1.22,-5.7
1.01,5.22,-15.7
1.17,4.07,-19.24
1.32,-2.12,-11.82
1.47,-6.73,-3.94
1.61,-6.19,-0.45
1.76,0.61,-9.71
1.89,6.52,-17.94
2.03,8.53,-25.28
2.17,2.88,-19.98
2.31,-4.32,-13.59
2.45,-9.47,-5.98
2.58,-7.88,-4.26
2.72,0.54,-13.12
2.87,8.57,-21.87
3.0,10.94,-28.66
3.14,4.43,-22.45
3.29,-5.08,-15.0
3.42,-11.12,-7.95
3.57,-9.25,-6.06
3.73,1.44,-15.19
3.89,11.02,-24.35
4.03,12.13,-30.11
4.17,3.2,-22.85
4.32,-7.74,-15.32
4.47,-13.86,-7.11
4.62,-8.75,-8.86
4.76,3.2,-17.56
4.9,12.96,-25.78
5.05,13.79,-30.57
5.19,3.74,-23.3
5.34,-8.71,-15.75
5.47,-15.37,-8.97
5.61,-11.92,-8.62
5.75,0.72,-17.24
5.89,12.06,-25.07
6.03,16.63,-32.81
6.17,8.5,-27.67
6.32,-5.54,-19.88
6.47,-16.45,-11.36
6.63,-14.08,-9.31
6.78,0.65,-18.75
6.94,14.76,-27.83
7.1,17.42,-33.87
7.25,4.97,-26.15
7.4,-10.3,-17.72
7.54,-19.62,-5.7
7.67,-15.84,-2.37
7.82,0.04,-11.66
7.95,14.9,-20.7
8.09,21.53,-29.71
8.25,11.2,-25.84
8.39,-6.73,-18.01
8.54,-21.46,-4.37
8.69,-22.36,13.38
8.85,-2.38,3.41
9.0,19.4,-12.99
9.13,30.78,-40.44
9.28,21.1,-50.52
9.42,-5.72,-38.82
9.57,-33.48,-2.93
9.71,-41.65,40.12
9.84,-22.64,46.48
9.99,16.02,26.34
10.13,48.42,-20.11
10.27,54.4,-64.44
10.4,27.86,-58.87
10.54,-18.25,-30.15
10.71,-63.76,34.67
10.86,-64.66,74.9
11.01,-25.88,60.45
11.16,36.36,14.23
11.31,76.54,-44.35
11.45,79.34,-83.48
11.58,47.48,-74.52
11.72,-12.74,-43.9
11.86,-69.19,12.39
12.0,-95.87,66.99
12.16,-82.15,72.1
12.3,-27.94,50.1
12.45,46.73,-2.92
12.6,97.06,-62.95
12.73,109.73,-83.92
12.88,88.24,-83.38
13.01,33.62,-74.92
13.16,-47.45,-29.67
13.31,-107.03,31.52
13.45,-129.89,60.4
13.59,-127.87,56.03
13.72,-97.88,56.16
13.88,-19.19,37.17
14.04,67.97,4.87
14.18,122.72,-51.53
14.34,149.51,-72.07
14.5,154.33,-67.16
14.65,137.23,-67.53
14.69,129.17,-67.45
14.85,69.55,-66.2
15.01,-26.82,-52.82
15.15,-99.61,-21.47
15.29,-141.73,28.86
15.43,-164.56,40.18
15.58,-174.35,76.7
15.74,-173.66,146.04
15.89,-172.94,185.65
16.04,-174.56,188.36
16.18,-175.9,173.68
16.32,-178.02,142.23
16.46,-179.86,105.78
16.6,-181.01,72.29
16.75,-181.48,44.0
16.88,-181.4,25.65
17.04,-181.26,10.41
17.19,-180.43,4.5
17.34,-180.22,-2.03
17.49,-179.96,-7.13
17.64,-180.0,-13.71
17.8,-180.29,-20.92
17.95,-180.18,-24.39
18.11,-180.14,-27.08
18.26,-180.22,-29.05
18.4,-180.36,-30.19
18.53,-180.58,-30.22
18.68,-180.68,-27.4
18.83,-180.79,-21.71
18.97,-180.43,-11.44
19.12,-179.89,2.11
19.25,-179.53,14.45
19.4,-179.24,25.7
19.55,-179.57,31.52
19.69,-179.68,36.58
19.82,-179.6,41.48
19.96,-179.57,45.31
20.1,-179.53,48.05
20.24,-179.32,50.33
20.4,-179.24,50.05
20.54,-178.96,48.1
20.7,-179.1,40.15
20.85,-179.5,28.21
20.99,-179.96,15.22
21.13,-180.4,2.56
21.26,-180.5,-7.39
21.4,-180.43,-14.29
21.55,-180.29,-19.51
21.69,-180.14,-22.96
21.84,-180.4,-27.4
21.98,-180.47,-29.37
22.13,-180.54,-29.38
22.28,-180.5,-26.58
22.42,-180.76,-23.22
22.55,-180.54,-14.98
22.69,-180.11,-4.04
22.83,-179.71,7.71
22.97,-179.53,17.88
23.12,-179.5,26.58
23.24,-179.53,32.38
