Time,Data1,Data2
0.01,0.0,0.0
0.16,-0.14,0.3
0.32,-0.18,0.35
0.47,-0.04,-0.26
0.6,-0.04,-0.08
0.74,0.04,-0.5
0.88,0.0,-0.64
1.01,-0.47,1.06
1.14,-1.44,6.55
1.29,-0.86,8.83
1.43,2.27,0.05
1.57,3.78,-8.43
1.72,0.76,-5.72
1.86,-3.89,2.84
1.99,-5.94,10.27
2.14,-2.34,6.52
2.27,3.35,-2.18
2.4,7.02,-10.25
2.55,5.29,-11.94
2.69,-1.62,-4.17
2.85,-7.99,5.06
3.0,-7.42,9.12
3.16,1.15,-1.11
3.3,8.32,-10.16
3.44,9.5,-15.99
3.58,3.1,-10.08
3.72,-6.05,-1.65
3.85,-11.05,5.8
4.0,-8.06,5.13
4.14,1.69,-4.49
4.27,9.65,-12.56
4.43,11.41,-18.59
4.59,2.2,-10.53
4.73,-8.21,-1.94
4.87,-13.25,6.25
5.02,-7.74,2.69
5.16,3.82,-6.94
5.31,12.6,-15.27
5.44,13.07,-20.19
5.58,3.31,-12.74
5.71,-7.92,-4.79
5.87,-15.48,5.69
6.03,-9.25,3.11
6.17,4.1,-6.42
6.32,14.62,-15.48
6.46,14.94,-20.08
6.6,3.53,-12.27
6.75,-10.51,-2.93
6.88,-18.25,9.49
7.03,-14.0,14.88
7.16,0.11,7.5
7.3,16.02,-5.4
7.44,22.97,-24.74
7.58,13.28,-27.94
7.73,-7.49,-17.08
7.88,-26.32,9.08
8.02,-29.23,42.59
8.17,-7.56,36.55
8.33,24.7,10.16
8.48,41.83,-34.99
8.63,28.15,-50.44
8.77,-9.25,-29.96
8.92,-44.46,16.34
9.06,-55.15,64.28
9.2,-29.63,65.59
9.34,16.13,36.72
9.49,57.6,-15.37
9.64,67.03,-65.47
9.77,39.02,-60.07
9.91,-14.0,-30.89
10.06,-65.56,27.21
10.21,-81.68,81.92
10.37,-50.51,73.81
10.51,8.89,36.71
10.66,68.36,-22.0
10.79,91.26,-70.79
10.94,78.84,-85.56
11.08,31.0,-61.22
11.23,-41.51,-7.96
11.38,-91.44,53.31
11.52,-102.02,78.0
11.67,-73.98,75.9
11.81,-12.35,52.74
11.94,59.72,0.1
12.09,106.56,-56.01
12.25,117.18,-69.76
12.39,90.29,-70.11
12.53,29.23,-55.72
12.68,-53.03,-13.54
12.83,-110.84,45.31
12.96,-133.13,70.39
13.12,-130.14,66.03
13.24,-103.18,65.82
13.39,-34.81,58.95
13.53,46.33,42.23
13.66,108.22,-6.34
13.81,143.17,-49.8
13.96,157.57,-47.04
14.1,156.24,-43.66
14.23,140.04,-43.95
14.39,91.94,-43.92
14.53,13.61,-24.75
14.57,-11.12,-19.31
14.72,-93.78,8.67
14.87,-138.28,58.98
15.01,-163.12,67.71
15.17,-173.52,88.25
15.31,-172.98,132.1
15.43,-174.46,141.51
15.56,-175.64,139.06
15.71,-177.37,118.47
15.86,-179.28,87.0
16.01,-180.65,55.12
16.16,-181.3,29.21
16.31,-181.33,10.98
16.46,-181.37,-2.23
16.61,-180.61,-6.84
16.75,-180.25,-11.06
16.9,-180.07,-15.11
17.05,-180.0,-19.0
17.2,-179.96,-23.38
17.35,-180.18,-28.68
17.5,-180.22,-32.19
17.65,-180.4,-35.92
17.8,-180.4,-37.3
17.95,-180.65,-37.97
18.1,-180.83,-36.32
18.25,-180.83,-30.63
18.39,-180.43,-19.66
18.54,-179.89,-6.67
18.68,-179.46,4.98
18.82,-179.46,13.14
18.96,-179.6,18.68
19.09,-179.75,23.33
19.23,-179.35,29.16
19.38,-179.42,31.4
19.52,-179.5,31.47
19.65,-179.46,30.75
19.79,-179.35,28.28
19.93,-179.14,24.27
20.07,-179.6,14.45
20.22,-180.07,2.69
20.36,-180.22,-6.55
20.49,-180.43,-15.35
20.63,-180.61,-22.51
20.77,-180.43,-26.1
20.91,-180.54,-29.8
21.04,-180.5,-31.16
21.19,-180.65,-31.68
21.34,-180.61,-29.19
21.5,-180.32,-22.94
21.65,-180.07,-15.33
21.81,-179.78,-6.42
21.96,-179.64,1.14
22.11,-179.64,6.97
22.25,-179.6,11.38
22.41,-179.75,13.67
22.56,-179.75,15.25
22.7,-179.75,15.94
22.84,-179.89,15.24
22.97,-179.89,15.01
23.12,-179.78,14.53
23.27,-179.6,13.62
23.41,-179.71,10.41
23.55,-180.04,5.5
23.69,-180.04,1.97
23.83,-180.11,-1.51
23.97,-180.18,-4.23
24.12,-180.11,-6.2
24.28,-180.07,-7.88
24.42,-180.0,-8.78
24.58,-180.0,-9.93
24.74,-180.0,-11.18
24.89,-180.04,-12.32
25.05,-180.14,-13.49
25.21,-180.18,-14.04
25.35,-180.18,-13.68
25.5,-180.32,-13.33
25.65,-180.54,-12.21
25.81,-180.58,-7.75
25.96,-180.22,0.35
26.09,-180.11,7.98
26.24,-179.82,17.18
26.39,-179.78,24.55
26.53,-179.32,32.54
26.68,-179.17,37.49
26.82,-179.32,38.9
26.96,-179.28,38.5
27.1,-179.24,35.97
27.24,-179.24,30.38
27.39,-179.64,20.01
27.53,-180.04,8.59
27.66,-180.43,-2.53
27.8,-180.4,-9.89
27.94,-180.14,-15.03
28.08,-180.47,-22.25
28.21,-180.43,-26.42
28.36,-180.5,-29.75
28.5,-180.58,-31.02
28.64,-180.58,-30.57
28.78,-180.83,-29.4
28.92,-180.79,-23.54
29.08,-180.18,-11.06
29.13,-180.07,-7.74
29.29,-179.75,4.28
29.43,-179.35,15.43
29.57,-179.64,20.7
29.72,-179.78,25.78
29.88,-179.71,31.16
30.03,-179.46,36.29
30.19,-179.39,39.14
30.33,-179.42,39.33
