Time,Data1,Data2
0.01,0.0,0.0
0.14,-0.72,2.71
0.29,-1.66,8.78
0.42,-0.72,9.71
0.57,2.84,-1.07
0.73,4.18,-11.68
0.87,-0.43,-4.92
1.02,-5.26,4.49
1.15,-6.62,12.02
1.29,-1.22,3.93
1.42,4.93,-6.04
1.57,8.14,-15.46
1.72,3.42,-13.3
1.87,-4.68,-4.37
2.01,-9.86,4.76
2.15,-7.09,4.76
2.28,1.15,-4.39
2.43,9.11,-14.07
2.56,11.12,-22.0
2.7,3.74,-15.25
2.85,-6.55,-6.02
2.98,-12.42,2.36
3.12,-9.83,3.93
3.26,-0.04,-4.66
3.4,10.4,-14.29
3.55,13.68,-23.04
3.7,4.72,-14.61
3.84,-7.6,-4.87
4.0,-15.05,4.66
4.15,-9.36,2.15
4.29,2.48,-7.08
4.43,13.46,-16.57
4.56,15.66,-23.66
4.71,5.72,-15.3
4.84,-7.13,-6.41
4.98,-16.38,2.58
5.13,-13.9,3.7
5.26,-1.94,-5.19
5.4,11.92,-15.03
5.55,17.89,-23.86
5.69,10.26,-19.88
5.85,-6.16,-10.08
5.99,-17.78,0.27
6.13,-17.14,4.98
6.27,-4.68,-3.52
6.41,11.59,-13.59
6.54,19.91,-22.03
6.69,15.26,-22.67
6.83,-0.72,-14.39
6.97,-16.88,-3.11
7.12,-22.86,11.58
7.27,-9.68,5.48
7.43,11.81,-7.45
7.58,25.13,-25.36
7.72,20.66,-32.67
7.88,-1.66,-22.46
8.03,-23.65,-2.61
8.16,-32.54,26.48
8.31,-18.07,29.53
8.44,8.21,17.4
8.59,35.17,-16.41
8.72,40.82,-51.62
8.86,19.76,-47.62
9.01,-18.0,-27.0
9.16,-49.28,21.18
9.31,-48.06,54.22
9.46,-9.68,42.78
9.62,39.24,2.98
9.76,64.8,-46.8
9.9,53.64,-65.87
10.05,8.71,-53.13
10.21,-50.22,-3.8
10.35,-78.41,49.52
10.5,-67.39,67.9
10.64,-18.36,49.0
10.8,50.8,-4.85
10.95,88.09,-61.11
11.09,86.4,-78.27
11.24,44.75,-62.71
11.38,-23.44,-24.5
11.53,-84.53,39.13
11.67,-106.24,74.76
11.81,-93.31,72.8
11.95,-46.4,61.81
12.1,32.0,16.28
12.23,92.74,-41.53
12.37,121.64,-75.02
12.51,121.57,-71.55
12.66,87.05,-71.89
12.8,19.33,-55.74
12.95,-67.46,-18.89
13.11,-124.2,42.28
13.27,-147.49,51.98
13.41,-147.17,47.52
13.56,-124.09,47.43
13.7,-68.0,45.86
13.85,21.28,26.07
14.01,100.58,-11.95
14.16,143.53,-58.03
14.3,165.96,-54.83
14.44,171.76,-82.42
14.58,173.7,-101.61
14.63,174.49,-102.14
14.79,176.18,-96.76
14.92,177.95,-77.71
15.07,179.71,-50.44
15.22,180.76,-25.43
15.37,181.12,-6.6
15.51,180.97,4.61
15.65,180.65,11.95
15.78,180.32,16.94
15.93,180.4,22.9
16.08,180.25,26.5
16.22,179.96,28.25
16.35,179.82,30.7
16.49,180.14,36.11
16.64,180.25,40.12
16.78,180.29,42.94
16.91,180.22,44.48
17.05,180.32,45.71
17.19,180.54,46.3
17.33,180.61,44.72
17.47,180.9,41.14
17.62,180.72,32.2
17.78,180.04,17.53
17.93,179.57,4.05
18.07,179.39,-6.47
18.21,179.57,-13.59
18.34,179.42,-20.46
18.48,179.64,-23.97
18.62,179.75,-26.95
18.76,179.71,-29.58
18.91,179.53,-32.03
19.05,179.5,-32.25
19.19,179.46,-30.92
19.33,179.5,-27.77
19.49,179.53,-22.33
19.64,179.57,-15.4
19.79,180.0,-5.32
19.94,180.29,3.89
20.09,180.07,9.45
20.24,179.89,14.84
20.38,180.11,21.47
20.51,180.25,27.4
20.65,180.29,31.95
20.8,180.32,35.6
20.94,180.36,37.78
21.07,180.29,38.53
21.21,180.54,39.41
21.35,180.76,38.31
21.51,180.68,32.62
21.65,180.5,23.52
21.81,180.07,10.53
21.96,179.6,-2.79
22.1,179.6,-12.08
22.24,179.6,-20.54
22.38,179.28,-29.3
22.52,179.57,-33.28
22.67,179.46,-38.05
22.81,179.46,-40.63
22.95,179.39,-42.01
23.09,179.21,-41.79
23.23,179.14,-38.9
23.37,179.17,-32.69
23.51,179.57,-22.09
23.65,180.0,-10.4
23.78,180.4,1.11
23.92,180.36,9.36
24.07,180.32,16.73
24.21,180.22,22.03
24.36,180.04,26.24
24.51,180.43,33.36
24.66,180.32,36.29
24.8,180.4,38.77
24.95,180.61,40.57
25.1,180.76,39.77
25.24,180.79,35.62
25.39,180.61,27.22
25.53,180.18,15.72
25.67,179.68,3.17
25.81,179.24,-8.46
25.94,179.5,-14.55
26.08,179.64,-19.56
26.22,179.75,-24.18
26.36,179.6,-29.08
