Time,Data1,Data2
0.01,0.0,0.0
0.15,-0.14,0.34
0.29,-0.22,0.61
0.45,0.47,-2.56
0.6,1.37,-9.0
0.76,0.04,-9.39
0.9,-2.84,-1.55
1.05,-4.07,6.84
1.19,0.04,0.27
1.32,4.1,-7.55
1.46,5.76,-15.33
1.62,0.58,-7.67
1.75,-4.72,0.59
1.9,-7.49,9.23
2.03,-3.56,5.16
2.17,3.71,-4.36
2.3,8.1,-11.98
2.45,6.62,-14.26
2.6,-1.91,-4.23
2.76,-9.0,5.43
2.91,-8.17,8.51
3.06,0.36,-1.17
3.2,8.39,-9.85
3.33,10.91,-17.13
3.48,4.68,-12.13
3.61,-4.54,-4.18
3.75,-11.59,4.44
3.9,-10.19,7.18
4.04,-0.07,-2.18
4.2,10.4,-11.39
4.35,12.64,-18.09
4.5,3.53,-8.75
4.64,-7.85,0.48
4.77,-13.9,8.52
4.92,-10.4,8.75
5.06,1.37,-0.27
5.19,11.45,-8.01
5.34,15.05,-15.67
5.48,6.37,-8.06
5.63,-6.8,1.54
5.77,-15.77,12.13
5.92,-13.1,13.92
6.06,-0.07,4.2
6.2,13.36,-7.75
6.35,18.68,-22.82
6.48,10.04,-19.53
6.63,-6.59,-9.26
6.76,-19.87,7.85
6.92,-22.43,34.96
7.06,-4.5,27.3
7.21,18.97,5.48
7.36,33.12,-33.77
7.51,22.07,-48.92
7.65,-8.03,-34.9
7.79,-36.58,3.36
7.93,-45.94,49.35
8.06,-25.96,55.93
8.2,13.57,31.02
8.34,50.36,-18.15
8.48,59.22,-64.1
8.64,26.89,-58.95
8.78,-23.62,-23.74
8.93,-65.16,33.41
9.08,-70.7,81.1
9.21,-38.88,70.63
9.36,18.68,33.31
9.49,67.1,-20.24
9.64,85.43,-74.84
9.8,56.92,-74.17
9.94,-1.91,-43.2
10.09,-67.14,17.37
10.25,-97.34,75.86
10.39,-85.75,80.45
10.53,-39.56,63.74
10.68,35.17,15.32
10.83,92.34,-44.72
10.97,110.52,-76.51
11.13,88.56,-75.16
11.28,25.7,-57.1
11.42,-49.61,-9.76
11.55,-103.54,46.03
11.7,-127.51,76.41
11.85,-121.36,72.82
12.0,-75.35,72.5
12.15,7.34,51.05
12.28,77.22,21.39
12.43,125.6,-32.88
12.56,145.15,-49.64
12.71,146.88,-44.64
12.84,128.3,-44.48
13.0,71.24,-42.84
13.15,-19.26,-19.51
13.31,-99.61,18.6
13.45,-140.18,66.99
13.58,-161.14,72.84
13.74,-172.48,75.02
13.89,-174.92,87.02
14.03,-176.58,84.4
14.17,-177.73,72.9
14.3,-179.14,52.94
14.44,-180.11,32.09
14.58,-180.79,13.04
14.61,-180.86,9.28
14.76,-180.86,-3.91
14.92,-180.65,-13.35
15.07,-180.4,-19.4
15.21,-180.29,-24.23
15.34,-180.29,-28.65
15.48,-180.29,-32.22
15.62,-180.29,-34.85
15.76,-180.4,-36.95
15.92,-180.47,-37.65
16.06,-180.65,-37.19
16.21,-181.04,-35.09
16.35,-180.65,-26.66
16.49,-180.22,-15.73
16.64,-179.82,-3.3
16.77,-179.68,6.52
16.91,-179.64,14.72
17.05,-179.53,22.82
17.19,-179.03,30.55
17.33,-179.39,32.25
17.46,-179.5,32.14
17.6,-179.32,31.58
17.76,-179.46,27.16
17.91,-179.86,20.48
18.07,-179.82,14.64
18.22,-179.64,8.84
18.35,-179.78,1.35
18.5,-180.04,-7.8
18.65,-180.54,-18.3
18.79,-180.32,-23.07
18.93,-180.25,-27.69
19.06,-180.11,-31.11
19.2,-180.25,-35.2
19.34,-180.36,-38.28
19.49,-180.4,-39.83
19.63,-180.43,-40.07
19.78,-180.79,-39.93
19.92,-180.72,-35.44
20.07,-180.18,-25.7
20.22,-180.25,-17.48
20.36,-179.93,-7.23
20.49,-179.96,1.52
20.63,-179.39,12.55
20.77,-179.46,19.32
20.92,-179.17,26.0
21.08,-179.35,28.1
21.23,-179.35,28.25
21.38,-179.42,25.94
21.52,-179.17,23.41
21.66,-179.46,15.54
21.8,-180.0,4.85
21.93,-180.18,-4.39
22.07,-180.36,-13.12
22.21,-180.22,-19.08
22.37,-180.5,-26.77
22.52,-180.36,-30.71
22.68,-180.32,-33.71
