Time,Data1,Data2
0.01,0.0,0.0
0.15,0.04,-0.51
0.29,-0.18,0.19
0.43,-0.25,0.54
0.58,0.54,-2.95
0.71,1.62,-9.89
0.85,0.79,-12.37
0.98,-2.56,-4.33
1.12,-4.46,4.77
1.27,-0.97,-0.27
1.4,3.78,-9.69
1.54,6.37,-18.91
1.7,1.94,-14.71
1.84,-4.64,-5.13
1.99,-8.17,3.99
2.13,-4.32,1.39
2.28,3.56,-8.24
2.42,9.04,-17.46
2.56,7.2,-18.68
2.69,-0.4,-10.33
2.84,-8.32,-1.04
2.97,-10.76,6.39
3.11,-4.25,-0.03
3.25,4.79,-9.08
3.38,11.09,-17.35
3.51,10.62,-21.95
3.67,0.43,-13.33
3.82,-10.26,-3.67
3.97,-13.28,4.31
4.11,-5.26,-2.74
4.25,6.55,-12.3
4.38,13.68,-20.4
4.53,11.92,-23.33
4.66,1.69,-16.36
4.8,-10.48,-7.64
4.95,-15.84,0.75
5.08,-9.86,-3.09
5.22,3.53,-12.9
5.36,13.9,-21.34
5.5,16.02,-27.85
5.64,5.72,-21.1
5.79,-8.57,-12.47
5.93,-17.39,-3.73
6.09,-12.71,-4.42
6.24,3.06,-14.88
6.39,15.73,-24.11
6.53,17.82,-30.11
6.67,6.34,-22.93
6.81,-8.24,-14.84
6.95,-19.19,-4.02
7.08,-17.53,0.19
7.23,-2.7,-9.52
7.36,12.67,-18.46
7.51,21.2,-27.69
7.67,12.06,-23.73
7.83,-7.02,-14.31
7.97,-21.02,-1.36
8.12,-21.31,9.36
8.26,-4.86,0.51
8.4,15.26,-11.26
8.55,26.46,-28.09
8.68,19.94,-30.87
8.83,-1.08,-22.05
8.96,-21.53,-6.65
9.1,-32.08,19.34
9.23,-22.28,25.12
9.37,4.57,13.59
9.52,31.75,-14.85
9.67,39.85,-51.16
9.83,15.05,-46.34
9.98,-22.07,-22.9
10.11,-47.92,19.74
10.25,-46.58,48.56
10.39,-13.57,37.51
10.53,29.27,8.2
10.67,59.36,-39.46
10.81,57.31,-67.23
10.96,20.34,-56.67
11.12,-39.92,-15.01
11.26,-72.47,37.91
11.41,-66.85,63.22
11.56,-23.58,51.58
11.7,36.58,13.96
11.84,80.53,-42.81
11.99,85.64,-80.7
12.13,54.22,-66.32
12.27,-6.98,-35.86
12.41,-67.14,19.18
12.56,-99.54,72.12
12.72,-88.63,71.22
12.86,-37.76,61.56
13.01,38.38,18.97
13.15,97.88,-41.71
13.29,119.45,-63.14
13.43,110.34,-60.26
13.57,69.08,-57.26
13.71,-6.16,-29.29
13.86,-82.73,19.29
14.0,-125.42,69.15
14.14,-141.84,68.59
14.3,-131.22,66.51
14.44,-89.89,66.4
14.48,-73.12,65.39
14.63,14.22,42.68
14.77,89.71,9.85
14.92,134.75,-39.16
15.06,158.29,-44.35
15.2,168.16,-37.59
15.34,175.0,-4.87
15.48,179.64,34.32
15.62,181.8,62.87
15.76,182.09,76.6
15.9,181.8,81.07
16.04,181.94,81.57
16.18,181.76,74.58
16.32,181.01,59.46
16.47,180.07,39.08
16.62,179.5,20.32
16.77,179.17,4.47
16.9,179.28,-5.18
17.05,179.6,-12.26
17.19,179.78,-18.25
17.33,179.78,-24.08
17.46,179.53,-30.43
17.6,179.6,-33.58
17.74,179.57,-35.94
17.89,179.53,-36.56
18.03,179.35,-36.07
18.16,179.03,-34.27
18.3,179.21,-26.95
18.44,179.64,-15.56
18.59,180.07,-2.03
18.74,180.58,11.98
18.88,180.61,21.6
19.04,180.61,29.72
19.2,180.43,34.78
19.35,180.25,38.13
19.51,180.29,42.07
19.66,180.22,44.21
19.8,180.07,45.68
19.95,180.47,49.24
20.09,180.61,50.33
20.23,180.83,50.13
20.36,180.79,46.54
20.51,181.01,40.82
20.64,180.54,30.14
20.78,180.0,16.84
20.94,179.5,2.07
21.09,179.46,-7.58
21.22,179.75,-12.91
21.37,179.57,-19.77
21.52,179.82,-23.36
21.66,179.78,-26.82
21.8,180.0,-28.49
21.93,179.89,-31.58
22.07,179.71,-34.24
22.22,179.57,-35.62
22.36,179.39,-35.7
22.49,179.17,-34.11
22.63,178.99,-29.59
22.78,179.6,-17.05
22.94,180.18,-1.95
23.09,180.61,11.49
23.22,180.58,20.09
23.36,180.58,26.9
23.51,180.25,31.29
23.68,180.4,37.7
23.82,180.36,41.26
23.95,180.36,43.9
24.09,180.29,45.34
24.23,180.47,47.25
24.39,180.68,47.76
24.52,180.86,46.27
24.67,181.08,41.75
24.81,180.72,31.71
24.95,180.22,18.52
25.09,179.71,4.73
25.22,179.32,-7.48
25.36,179.42,-14.74
25.51,179.71,-19.79
25.66,179.57,-25.96
25.8,179.78,-28.49
25.93,179.6,-31.9
26.07,179.46,-33.53
26.21,179.39,-33.12
26.37,179.28,-30.28
26.52,179.32,-24.07
26.65,179.75,-13.84
26.8,180.11,-2.11
26.95,180.47,9.58
27.09,180.43,17.26
27.22,180.25,23.09
27.36,180.36,29.1
27.51,180.36,34.14
27.65,180.29,37.89
27.79,180.25,41.35
27.93,180.36,45.6
28.08,180.47,49.17
28.22,180.68,51.85
28.36,180.76,51.91
28.49,180.97,50.87
28.64,181.01,45.63
28.78,180.65,35.87
28.81,180.58,33.21
28.97,179.96,18.43
29.13,179.5,4.36
29.28,179.53,-4.57
29.42,179.78,-10.32
29.56,179.6,-17.26
29.69,179.6,-21.79
29.83,179.68,-24.47
29.97,179.68,-26.32
30.1,179.6,-27.45
30.25,179.46,-27.01
30.4,179.42,-24.21
30.56,179.42,-18.31
30.71,179.64,-9.0
30.85,180.04,1.35
30.98,180.4,11.92
31.12,180.5,20.22
31.26,180.32,25.33
31.4,180.32,30.2
31.53,180.29,33.85
31.67,180.11,36.5
31.82,180.22,40.2
31.97,180.11,42.76
32.13,180.07,45.52
32.27,180.29,49.3
32.41,180.32,51.09
32.55,180.54,52.99
32.69,180.83,53.39
32.82,181.04,51.24
32.96,181.01,44.69
33.12,180.43,30.97
33.26,179.96,17.66
33.42,179.46,2.74
33.56,179.46,-6.75
33.71,179.71,-12.85
33.86,179.96,-17.43
34.01,179.82,-23.38
34.15,179.93,-26.89
34.28,179.78,-31.08
34.43,179.71,-33.92
34.58,179.6,-35.71
34.72,179.53,-35.89
34.88,179.28,-35.02
35.02,179.1,-31.11
35.18,179.5,-20.41
35.33,180.0,-7.9
35.48,180.43,4.81
35.63,180.4,13.86
35.79,180.4,22.01
35.94,180.43,28.57
36.08,180.4,33.09
36.23,180.22,36.31
36.37,180.22,39.35
36.52,180.47,43.47
36.66,180.43,45.04
36.8,180.54,45.87
36.94,180.72,45.45
37.08,180.83,42.68
37.22,180.94,36.43
37.36,180.43,25.06
37.5,179.96,12.35
37.64,179.53,-0.21
37.78,179.5,-9.12
37.91,179.53,-16.1
38.06,179.86,-20.65
38.2,179.53,-26.98
38.34,179.75,-29.4
38.48,179.64,-32.38
38.61,179.57,-34.3
