Time,Data1,Data2
0.01,0.04,0.0
0.15,0.04,-0.5
0.29,0.0,-0.42
0.43,-0.72,3.24
0.58,-1.19,8.46
0.71,1.19,1.86
0.85,3.53,-8.2
1.0,2.3,-11.46
1.13,-2.34,-2.8
1.27,-5.87,6.63
1.4,-4.46,8.56
1.56,2.38,-1.54
1.72,7.52,-12.14
1.86,5.72,-13.47
2.0,-1.76,-3.91
2.14,-7.7,4.79
2.28,-8.68,10.83
2.41,-2.05,2.08
2.54,5.83,-7.5
2.69,10.4,-16.65
2.83,6.41,-15.11
2.99,-3.89,-5.16
3.14,-11.27,4.73
3.28,-9.11,5.67
3.43,0.86,-4.36
3.57,10.19,-14.04
3.72,12.53,-21.18
3.86,4.46,-14.42
3.99,-5.98,-6.14
4.15,-13.68,3.57
4.3,-9.4,2.87
4.46,3.67,-7.74
4.62,13.86,-17.64
4.77,12.53,-20.62
4.93,-0.14,-11.76
5.07,-12.2,-2.28
5.21,-16.31,6.57
5.35,-8.21,-0.64
5.49,5.9,-11.1
5.62,15.41,-19.24
5.77,15.3,-22.86
5.91,3.53,-15.17
6.04,-9.76,-6.49
6.19,-18.47,5.72
6.32,-14.47,7.64
6.46,0.76,-2.34
6.61,15.91,-14.69
6.74,21.17,-27.06
6.9,9.43,-20.48
7.04,-8.78,-9.77
7.19,-23.08,10.38
7.32,-23.65,31.68
7.46,-5.04,24.24
7.6,16.96,8.64
7.73,32.58,-22.96
7.88,27.61,-46.69
8.01,2.48,-37.33
8.15,-27.9,-8.78
8.3,-46.04,40.44
8.45,-31.46,60.1
8.6,8.17,42.94
8.74,46.58,-1.47
8.88,60.16,-49.35
9.01,40.14,-56.97
9.16,-9.22,-34.18
9.31,-57.02,19.03
9.45,-74.27,70.37
9.59,-52.06,75.9
9.72,-6.12,52.1
9.85,48.92,3.57
10.01,84.42,-57.28
10.15,75.74,-80.09
10.3,27.43,-63.06
10.45,-41.22,-14.61
10.59,-89.46,46.54
10.74,-98.53,75.45
10.89,-68.58,70.1
11.03,-6.19,42.84
11.16,62.53,-10.25
11.31,105.23,-65.35
11.44,113.15,-75.24
11.6,83.12,-74.95
11.75,13.79,-60.36
11.89,-65.2,-17.19
12.04,-115.7,40.49
12.18,-134.14,58.48
12.34,-123.19,55.95
12.48,-78.19,55.76
12.64,5.94,30.78
12.78,81.9,-0.58
12.92,128.38,-52.7
13.07,149.18,-64.49
13.21,151.16,-58.08
13.36,132.3,-58.0
13.5,83.7,-58.06
13.64,4.39,-41.37
13.78,-74.38,-26.32
13.92,-129.35,30.94
14.08,-160.06,55.95
14.24,-172.91,77.5
14.39,-172.19,134.7
14.54,-174.1,149.47
14.58,-174.64,149.61
14.73,-176.15,139.44
14.88,-178.06,113.37
15.02,-179.68,83.83
15.16,-180.61,56.46
15.29,-181.19,33.5
15.43,-181.19,17.45
15.58,-180.76,6.87
15.74,-180.47,-1.57
15.89,-180.14,-7.07
16.02,-180.29,-13.59
16.16,-180.18,-17.5
16.3,-180.22,-21.31
16.44,-180.25,-24.02
16.59,-180.36,-25.7
16.72,-180.5,-25.75
16.87,-180.47,-23.14
17.02,-180.43,-18.04
17.16,-180.47,-11.84
17.29,-180.0,-1.6
17.44,-179.78,8.67
17.58,-179.53,18.19
17.72,-179.14,27.43
17.86,-179.53,30.75
18.0,-179.64,34.3
18.16,-179.68,37.44
18.31,-179.5,40.98
18.46,-179.35,42.52
18.61,-179.17,42.25
18.75,-179.14,39.09
18.89,-179.06,33.77
19.03,-179.64,22.78
19.17,-179.96,11.97
19.32,-180.11,1.44
19.46,-180.32,-7.53
19.59,-180.25,-13.78
19.73,-180.5,-20.51
19.88,-180.22,-23.54
20.03,-180.32,-26.9
20.17,-180.32,-28.31
20.33,-180.5,-28.89
20.49,-180.72,-27.43
20.64,-180.79,-22.43
20.79,-180.4,-11.82
20.94,-179.89,1.14
21.08,-179.5,13.8
21.22,-179.14,24.13
21.36,-179.46,28.86
21.51,-179.64,32.64
21.65,-179.75,35.59
21.79,-179.75,38.36
21.93,-179.64,41.06
22.09,-179.64,42.67
22.24,-179.57,43.29
22.4,-179.35,43.04
22.54,-179.32,40.28
22.68,-179.24,36.07
22.82,-179.35,28.97
22.96,-179.68,18.68
23.1,-180.11,6.97
23.26,-180.29,-4.18
23.42,-180.36,-12.71
23.57,-180.32,-18.36
23.73,-180.36,-23.01
23.88,-180.25,-25.28
24.03,-180.36,-26.79
24.17,-180.43,-26.63
24.31,-180.43,-24.48
24.45,-180.61,-21.13
24.6,-180.43,-13.09
24.76,-179.86,-0.26
24.9,-179.46,10.98
25.04,-179.64,17.77
25.19,-179.53,25.19
25.34,-179.68,30.19
25.48,-179.6,35.09
25.61,-179.64,38.87
25.75,-179.5,42.81
25.89,-179.5,44.77
26.03,-179.35,46.06
26.17,-179.21,45.36
26.31,-179.24,41.74
26.45,-179.35,35.18
26.59,-179.6,26.28
26.74,-180.0,15.04
26.89,-180.11,4.47
27.04,-180.4,-5.3
27.19,-180.32,-11.58
27.33,-180.18,-15.65
27.47,-180.22,-19.35
27.63,-180.0,-21.52
27.77,-180.18,-24.37
27.92,-180.32,-25.76
28.08,-180.47,-25.33
28.23,-180.58,-22.83
28.38,-180.61,-17.69
28.52,-180.29,-8.08
28.67,-179.93,2.8
28.81,-179.57,13.59
28.96,-179.17,24.4
29.11,-179.5,29.0
29.14,-179.57,29.83
29.29,-179.6,34.3
29.43,-179.68,37.36
29.57,-179.57,40.86
29.71,-179.46,43.23
29.85,-179.46,43.71
29.99,-179.35,43.48
30.12,-179.17,41.56
30.27,-179.24,35.57
30.41,-179.71,25.99
30.55,-180.18,15.54
30.69,-180.14,8.49
30.82,-179.96,2.76
30.98,-180.11,-4.92
31.13,-180.22,-11.82
31.29,-179.96,-16.33
31.44,-180.11,-21.61
31.57,-180.22,-25.57
31.71,-180.5,-29.37
31.86,-180.43,-29.77
32.01,-180.58,-29.11
32.14,-180.5,-25.44
32.28,-180.61,-20.49
32.42,-180.29,-10.99
32.56,-180.04,-0.62
32.72,-179.64,12.56
32.88,-179.57,22.94
33.01,-179.35,31.88
33.16,-179.46,37.73
33.32,-179.6,42.19
33.47,-179.35,47.23
33.61,-179.32,49.17
33.75,-179.28,49.46
33.9,-179.14,48.13
34.04,-179.14,44.09
34.19,-179.39,35.68
34.34,-179.71,24.98
34.47,-180.04,14.26
34.61,-180.25,4.39
34.75,-180.4,-4.44
34.89,-180.32,-10.22
35.04,-180.14,-14.84
35.17,-180.04,-18.49
35.31,-179.89,-21.41
35.45,-180.14,-25.99
35.59,-180.25,-28.82
35.72,-180.32,-30.44
35.88,-180.58,-31.15
36.04,-180.83,-29.5
36.19,-180.72,-23.2
36.34,-180.32,-12.05
36.49,-179.82,1.31
36.63,-179.53,13.83
36.77,-179.39,23.22
36.91,-179.53,29.93
37.06,-179.39,37.19
37.21,-179.57,41.22
37.35,-179.64,44.78
37.5,-179.57,47.97
37.64,-179.53,49.7
37.78,-179.39,50.97
37.92,-179.21,50.81
38.07,-179.1,47.75
38.21,-179.14,41.21
38.35,-179.57,30.49
38.49,-179.93,18.63
38.62,-180.32,6.63
38.77,-180.32,-2.52
38.92,-180.11,-8.76
39.08,-180.32,-16.13
39.23,-180.18,-19.88
39.37,-180.22,-23.41
39.52,-180.22,-25.57
39.68,-180.5,-27.29
39.83,-180.61,-26.02
39.97,-180.68,-22.27
40.11,-180.36,-14.55
40.24,-179.96,-4.45
40.38,-179.6,5.72
40.53,-179.86,13.04
40.67,-179.64,21.41
40.8,-179.53,28.54
40.94,-179.35,34.99
41.08,-179.64,37.84
41.22,-179.68,41.02
41.37,-179.39,45.42
41.5,-179.32,47.07
41.65,-179.21,46.69
41.8,-179.1,43.79
41.95,-179.06,37.76
42.1,-179.53,26.47
42.23,-179.93,14.84
42.38,-180.47,1.63
42.53,-180.54,-7.23
42.67,-180.32,-11.95
42.83,-180.04,-15.89
42.99,-180.14,-20.64
43.13,-180.25,-23.55
43.27,-180.32,-24.99
43.41,-180.43,-25.44
43.56,-180.5,-23.47
43.6,-180.61,-23.09
43.76,-180.72,-17.93
43.91,-180.29,-7.31
44.04,-179.71,4.81
44.18,-179.32,15.96
44.32,-179.68,22.01
44.47,-179.42,30.09
44.61,-179.32,35.79
44.74,-179.32,38.98
44.89,-179.42,40.23
45.05,-179.21,40.76
45.21,-179.14,38.02
45.36,-179.21,32.08
45.51,-179.46,22.75
45.65,-179.86,10.99
45.8,-180.18,-0.43
45.94,-180.32,-9.32
46.08,-180.58,-17.05
46.23,-180.32,-20.81
46.37,-180.25,-23.65
46.51,-180.43,-26.04
46.65,-180.43,-25.92
46.79,-180.47,-23.82
46.94,-180.76,-20.8
47.07,-180.54,-12.58
47.21,-179.93,-0.43
47.36,-179.68,11.22
47.52,-179.24,23.68
47.68,-179.42,30.17
47.83,-179.6,34.43
47.98,-179.57,38.41
48.13,-179.57,41.19
48.28,-179.5,43.12
48.43,-179.42,43.87
48.56,-179.32,43.66
48.71,-179.24,41.48
48.86,-179.1,36.96
49.0,-179.46,27.97
49.14,-179.71,17.8
49.29,-180.18,5.45
49.43,-180.4,-4.58
49.57,-180.29,-10.85
49.71,-180.43,-16.89
49.86,-180.25,-20.08
50.01,-180.4,-23.02
50.14,-180.47,-23.76
50.29,-180.54,-22.99
50.43,-180.65,-20.28
50.57,-180.54,-14.47
50.7,-180.11,-4.87
50.84,-179.75,5.34
50.99,-179.42,15.75
51.15,-179.82,21.71
51.3,-179.53,29.96
51.45,-179.35,36.61
51.59,-179.53,39.57
51.74,-179.5,41.75
51.89,-179.42,42.71
52.04,-179.21,42.44
52.18,-179.06,39.27
52.34,-179.24,31.1
52.5,-179.71,18.92
52.65,-179.96,7.8
52.81,-180.5,-5.01
52.96,-180.32,-11.74
53.11,-180.11,-17.02
53.25,-180.04,-22.16
53.41,-180.14,-27.53
53.56,-180.25,-31.64
53.7,-180.18,-33.68
53.85,-180.29,-35.52
53.99,-180.5,-36.53
54.13,-180.58,-35.06
54.27,-180.83,-31.8
54.42,-180.54,-22.16
54.57,-180.04,-9.21
54.7,-179.64,3.16
54.85,-179.28,15.61
54.99,-179.39,23.04
55.13,-179.57,28.49
55.27,-179.64,33.55
55.4,-179.68,38.12
55.54,-179.6,42.76
55.68,-179.6,45.87
55.83,-179.32,49.19
55.96,-179.28,49.67
56.1,-179.21,48.13
56.24,-179.24,43.87
56.4,-179.24,36.88
56.55,-179.64,25.84
56.7,-179.96,13.65
56.84,-180.47,0.98
57.0,-180.22,-6.3
57.15,-180.11,-12.05
57.31,-180.0,-17.72
57.46,-180.32,-24.42
57.62,-180.29,-28.25
57.78,-180.29,-31.05
57.92,-180.32,-31.98
58.06,-180.43,-32.12
58.2,-180.54,-30.25
58.24,-180.65,-29.66
58.39,-180.79,-24.32
58.53,-180.32,-13.41
58.66,-179.89,-1.35
58.81,-179.42,12.1
58.96,-179.39,21.87
59.11,-179.35,29.16
59.26,-179.5,33.68
59.4,-179.53,36.93
59.53,-179.39,39.69
59.67,-179.39,40.2
59.81,-179.24,39.65
59.95,-179.24,36.35
60.09,-179.14,30.7
60.23,-179.6,20.22
60.38,-180.07,8.12
60.54,-180.29,-2.93
60.69,-180.36,-11.42
60.85,-180.07,-16.86
60.99,-180.04,-22.08
61.13,-180.04,-26.56
61.27,-180.4,-32.24
61.41,-180.4,-34.88
61.54,-180.54,-36.53
61.68,-180.68,-36.19
61.84,-180.61,-31.96
62.0,-180.68,-25.25
62.15,-180.32,-13.73
62.31,-179.71,1.22
62.46,-179.5,13.51
62.59,-179.24,23.84
62.73,-179.32,30.59
62.87,-179.5,34.85
63.01,-179.68,37.78
63.15,-179.57,41.77
63.29,-179.64,44.04
63.43,-179.78,44.89
63.57,-179.64,46.96
63.71,-179.42,48.63
63.85,-179.28,48.31
64.0,-179.21,45.61
64.15,-179.1,39.96
64.31,-179.64,27.65
64.45,-179.89,15.67
64.59,-180.32,3.57
64.73,-180.47,-5.69
64.88,-180.14,-11.6
65.03,-180.32,-18.79
65.16,-180.4,-23.34
65.3,-180.32,-25.89
65.44,-180.36,-27.56
65.58,-180.43,-28.15
65.74,-180.65,-27.21
65.89,-180.65,-22.37
66.04,-180.32,-13.43
66.19,-180.18,-3.2
66.34,-179.68,9.53
66.49,-179.42,20.33
66.62,-179.28,28.46
66.76,-179.32,34.22
66.9,-179.46,37.8
67.04,-179.6,39.69
67.2,-179.53,41.77
67.37,-179.42,42.57
67.51,-179.24,41.85
67.65,-179.21,38.45
67.8,-179.17,32.3
67.95,-179.6,21.49
68.09,-180.04,9.89
68.24,-180.43,-2.21
68.39,-180.14,-8.19
68.53,-180.04,-13.75
68.67,-180.07,-19.45
68.8,-180.4,-25.89
68.96,-180.18,-28.92
69.11,-180.18,-31.71
69.27,-180.22,-33.92
69.42,-180.5,-35.44
69.56,-180.65,-34.75
69.69,-180.72,-31.55
69.83,-180.76,-25.44
69.99,-180.22,-12.4
70.14,-179.78,0.87
70.29,-179.35,13.84
70.43,-179.35,22.5
70.56,-179.53,28.01
70.7,-179.5,33.41
70.86,-179.57,38.02
71.01,-179.57,41.5
71.16,-179.64,43.98
71.31,-179.75,45.37
71.45,-179.68,47.35
71.6,-179.64,48.51
71.76,-179.5,49.52
71.9,-179.42,48.88
72.04,-179.17,47.6
72.21,-179.06,41.96
72.35,-179.35,32.7
72.49,-179.78,20.86
72.62,-180.22,8.57
72.76,-180.43,-2.15
72.81,-180.58,-5.64
72.97,-180.32,-12.47
73.11,-180.14,-17.35
73.25,-179.93,-20.99
73.39,-180.14,-26.52
73.52,-180.18,-30.49
73.66,-180.25,-33.5
73.8,-180.32,-35.71
73.96,-180.5,-37.14
74.11,-180.65,-36.16
74.24,-180.72,-32.57
74.38,-180.72,-26.32
74.52,-180.29,-15.24
74.67,-179.71,-1.15
74.83,-179.46,11.78
74.98,-179.24,22.08
75.11,-179.5,27.17
75.25,-179.71,30.81
75.39,-179.82,34.54
75.54,-179.68,39.48
75.7,-179.78,42.57
75.84,-179.89,44.89
75.98,-179.64,48.85
76.12,-179.78,50.61
76.26,-179.68,53.16
