Time,Data1,Data2
0.01,0.04,0.0
0.15,0.0,-0.24
0.3,-0.04,-0.29
0.44,-0.07,-0.51
0.6,-0.07,-0.51
0.74,0.22,-1.84
0.87,1.01,-6.71
1.01,1.58,-13.97
1.14,-1.15,-7.77
1.29,-3.89,1.75
1.43,-3.1,5.91
1.56,1.66,-2.21
1.71,5.83,-11.79
1.84,5.65,-16.71
1.98,-0.32,-9.29
2.14,-6.77,0.69
2.29,-7.6,7.74
2.45,0.07,-1.6
2.59,7.42,-11.23
2.74,9.79,-19.84
2.87,3.74,-12.66
3.01,-5.4,-2.85
3.14,-10.69,5.3
3.29,-8.35,6.15
3.43,1.37,-4.13
3.56,9.58,-13.15
3.71,12.24,-21.81
3.86,3.64,-14.88
4.01,-7.42,-5.91
4.15,-13.64,2.82
4.29,-9.54,2.61
4.45,3.38,-7.79
4.61,13.68,-17.88
4.75,13.36,-22.4
4.89,2.34,-14.5
5.04,-10.44,-5.29
5.19,-16.42,3.99
5.34,-8.89,-0.24
5.48,5.26,-9.9
5.61,15.41,-18.44
5.76,16.13,-23.76
5.89,5.29,-15.03
6.02,-8.53,-5.91
6.17,-18.04,4.04
6.31,-14.51,5.1
6.47,1.58,-5.96
6.61,15.55,-15.75
6.75,19.4,-24.31
6.9,8.42,-17.8
7.03,-7.13,-9.23
7.17,-19.91,2.98
7.31,-19.94,10.67
7.45,-5.0,1.55
7.58,12.1,-8.35
7.73,23.36,-21.52
7.86,19.01,-23.58
8.02,-0.86,-13.38
8.17,-21.31,3.25
8.32,-27.58,26.02
8.46,-12.06,20.65
8.6,10.66,8.48
8.74,31.1,-19.45
8.89,31.28,-45.05
9.04,6.7,-35.84
9.17,-22.79,-14.36
9.31,-42.91,24.91
9.44,-37.87,48.19
9.59,-5.4,37.67
9.73,32.51,7.18
9.87,55.12,-38.18
10.01,44.39,-57.26
10.16,3.42,-44.99
10.31,-46.91,0.19
10.47,-68.9,53.42
10.63,-46.08,59.27
10.77,6.88,38.92
10.92,60.01,-12.56
11.07,81.86,-65.08
11.23,57.42,-68.32
11.38,-1.91,-43.95
11.53,-64.94,13.88
11.68,-94.64,67.6
11.84,-79.81,65.71
11.99,-25.49,49.12
12.15,54.4,-5.85
12.29,100.66,-63.5
12.45,109.4,-71.49
12.59,78.44,-69.78
12.75,6.62,-43.29
12.9,-72.94,14.76
13.04,-117.11,68.45
13.18,-130.64,71.25
13.33,-113.72,70.26
13.46,-66.31,67.04
13.6,12.49,40.68
13.75,87.7,-0.85
13.89,130.54,-49.86
14.03,149.58,-51.8
14.19,147.46,-47.84
14.35,118.84,-48.15
14.51,49.28,-42.35
14.66,-46.19,-31.68
14.7,-67.32,-24.67
14.85,-125.32,30.95
15.0,-155.74,52.71
15.16,-171.54,59.59
15.31,-172.62,97.45
15.46,-175.39,100.27
15.61,-176.83,90.61
15.75,-178.63,68.45
15.89,-180.0,43.87
16.03,-180.72,22.61
16.17,-181.15,5.01
16.3,-180.97,-5.96
16.45,-180.68,-13.67
16.6,-180.4,-18.81
16.74,-180.25,-22.72
16.89,-180.22,-26.24
17.04,-180.36,-29.59
17.17,-180.43,-31.48
17.31,-180.54,-32.41
17.45,-180.72,-31.95
17.6,-180.76,-28.18
17.74,-180.68,-21.17
17.9,-180.18,-9.08
18.05,-179.71,3.25
18.19,-179.32,14.13
18.33,-179.39,20.52
18.46,-179.64,24.29
18.61,-179.78,27.32
18.76,-180.04,29.26
18.9,-180.18,31.66
19.04,-179.71,37.78
19.18,-179.82,40.63
19.33,-179.53,44.7
19.48,-179.35,46.53
19.63,-179.17,46.14
19.77,-179.21,42.51
19.9,-179.24,36.51
20.04,-179.42,27.43
20.18,-179.89,15.3
20.33,-180.18,3.24
20.46,-180.58,-7.71
20.6,-180.32,-13.86
20.75,-180.18,-20.12
20.91,-180.47,-28.01
21.05,-180.36,-31.72
21.2,-180.5,-35.23
21.33,-180.58,-36.66
21.48,-180.76,-36.53
21.64,-181.01,-33.6
21.8,-180.61,-23.79
21.95,-180.11,-11.5
22.11,-179.82,1.15
22.25,-179.64,12.51
22.4,-179.5,22.11
22.55,-179.53,29.24
22.71,-179.75,34.11
22.86,-179.71,38.97
23.0,-179.75,42.35
23.14,-179.53,46.42
23.29,-179.42,48.27
23.43,-179.35,48.26
23.56,-179.24,46.35
23.7,-178.96,42.91
23.85,-179.35,32.48
24.0,-179.86,19.34
24.15,-180.4,5.5
24.3,-180.4,-3.89
24.44,-180.22,-10.65
24.6,-180.11,-17.05
24.76,-180.29,-24.02
24.91,-180.4,-28.71
25.07,-180.4,-31.26
25.22,-180.58,-32.61
25.35,-180.65,-31.28
25.5,-180.61,-26.9
25.65,-180.43,-19.69
25.79,-180.14,-10.57
25.93,-179.75,-0.51
26.06,-179.82,7.07
26.2,-179.78,14.5
26.35,-179.64,22.62
26.48,-179.46,28.82
26.63,-179.64,32.52
26.76,-179.89,34.66
26.91,-179.89,37.62
27.07,-180.0,40.28
27.23,-179.82,44.41
27.38,-179.5,48.13
27.51,-179.35,49.62
27.65,-179.17,49.4
27.79,-178.99,46.51
27.93,-179.03,39.53
28.06,-179.5,27.54
28.21,-180.11,12.5
28.35,-180.54,-0.75
28.49,-180.83,-11.15
28.64,-180.4,-15.96
28.8,-180.32,-21.15
28.94,-180.18,-24.16
29.1,-180.29,-27.38
29.25,-180.43,-29.42
29.29,-180.43,-29.66
29.44,-180.58,-29.37
29.59,-180.54,-26.63
29.74,-180.61,-21.84
29.89,-180.43,-13.62
30.02,-180.22,-4.26
30.16,-179.86,6.52
30.3,-179.53,16.87
30.44,-179.42,24.51
30.6,-179.46,30.35
30.74,-179.53,33.6
30.88,-179.35,36.03
31.03,-179.32,35.95
31.18,-179.46,32.86
31.31,-179.35,28.76
31.45,-179.39,22.22
31.59,-179.89,11.52
31.73,-180.36,0.75
31.88,-180.32,-7.03
32.02,-180.04,-11.98
32.16,-180.32,-18.79
32.3,-180.25,-23.01
32.44,-180.18,-26.21
32.58,-180.18,-29.16
32.73,-180.36,-32.46
32.88,-180.36,-33.5
33.03,-180.58,-33.87
33.18,-180.65,-31.64
33.32,-180.72,-27.21
33.45,-180.43,-18.65
33.59,-180.04,-7.98
33.73,-179.68,2.79
33.87,-179.35,12.87
34.02,-179.5,19.35
34.15,-179.68,23.3
34.29,-179.96,26.1
34.44,-180.0,30.11
34.6,-179.82,35.38
34.75,-179.86,38.79
34.88,-179.89,41.48
35.02,-179.82,44.38
35.17,-179.75,46.64
35.32,-179.64,48.68
35.45,-179.28,50.6
35.59,-179.21,49.6
35.73,-179.03,46.35
35.88,-179.21,37.73
36.02,-179.6,25.78
36.16,-180.22,10.88
36.32,-180.47,-2.47
36.47,-180.65,-12.4
36.63,-180.25,-17.45
36.78,-180.14,-22.43
36.92,-180.14,-26.81
37.05,-180.22,-30.86
37.2,-180.18,-33.87
37.35,-180.14,-36.0
37.49,-180.32,-38.24
37.62,-180.36,-39.0
37.78,-180.65,-39.08
37.93,-180.9,-36.79
38.09,-180.76,-28.65
38.24,-180.32,-16.6
38.38,-179.82,-3.81
38.51,-179.46,8.19
38.65,-179.21,18.47
38.79,-179.42,24.07
38.94,-179.57,28.25
39.07,-179.86,30.43
39.21,-179.75,33.79
39.35,-179.68,36.71
39.49,-179.5,39.27
39.62,-179.39,40.26
39.77,-179.24,39.22
39.92,-179.06,35.97
40.07,-179.42,26.64
40.21,-179.89,15.4
40.34,-180.32,3.91
40.49,-180.36,-5.19
40.64,-180.29,-12.0
40.78,-180.11,-17.11
40.92,-180.25,-23.22
41.05,-180.14,-26.9
41.19,-180.14,-30.75
41.34,-180.29,-35.04
41.48,-180.32,-37.57
41.61,-180.4,-39.41
41.75,-180.54,-40.04
41.89,-180.76,-39.37
42.03,-180.97,-36.4
42.19,-180.61,-26.2
42.33,-180.18,-13.33
42.49,-179.68,1.14
42.64,-179.39,13.52
42.78,-179.5,21.52
42.93,-179.35,29.54
43.08,-179.5,33.95
43.23,-179.53,37.56
43.37,-179.57,39.0
43.51,-179.5,39.73
43.65,-179.35,39.4
43.68,-179.28,39.05
43.82,-179.21,35.68
43.97,-179.35,28.09
44.12,-179.86,15.59
44.27,-180.0,4.74
44.41,-180.18,-5.18
44.55,-180.32,-14.16
44.69,-180.68,-22.99
44.82,-180.5,-27.29
44.97,-180.47,-30.81
45.12,-180.5,-32.56
45.26,-180.54,-32.43
45.42,-180.72,-30.65
45.56,-180.72,-25.75
45.71,-180.47,-16.87
45.85,-180.07,-6.01
45.99,-179.82,4.63
46.13,-179.5,15.27
46.26,-179.53,22.59
46.42,-179.71,28.12
46.57,-179.75,32.93
46.71,-179.82,36.58
46.84,-179.89,39.27
46.99,-179.86,42.99
47.14,-179.6,47.02
47.28,-179.24,49.72
47.42,-179.21,48.79
47.55,-178.99,46.22
47.69,-179.24,38.37
47.83,-179.6,27.67
47.99,-180.11,13.25
48.14,-180.61,0.03
48.28,-180.4,-6.81
48.41,-180.4,-13.7
48.55,-180.43,-19.56
48.69,-180.29,-22.93
48.84,-180.4,-27.0
49.0,-180.36,-29.03
49.14,-180.47,-29.99
49.28,-180.5,-29.5
49.42,-180.65,-27.88
49.57,-180.76,-23.6
49.73,-180.32,-13.67
49.87,-180.25,-4.42
50.01,-179.71,7.26
50.15,-179.64,15.75
50.3,-179.46,23.89
50.45,-179.71,27.94
50.58,-179.75,31.85
50.72,-179.93,34.18
50.88,-180.07,36.75
51.03,-179.89,40.81
51.18,-179.6,45.29
51.31,-179.35,47.63
51.45,-179.32,47.12
51.59,-179.03,45.97
51.75,-179.21,38.31
51.89,-179.64,26.89
52.05,-180.14,12.95
52.2,-180.5,0.99
52.34,-180.18,-5.37
52.48,-180.36,-13.33
52.62,-180.32,-19.51
52.75,-180.29,-24.37
52.89,-180.32,-28.73
53.03,-180.22,-31.1
53.18,-180.4,-33.87
53.31,-180.54,-35.1
53.45,-180.68,-34.5
53.6,-180.86,-31.96
53.76,-180.61,-23.23
53.91,-180.14,-11.2
54.04,-179.82,-0.43
54.18,-179.46,10.45
54.33,-179.39,18.78
54.49,-179.57,23.74
54.64,-179.82,26.58
54.77,-179.64,30.06
54.91,-179.68,31.4
55.05,-179.6,32.49
55.2,-179.6,31.9
55.36,-179.35,30.81
55.51,-179.32,26.4
55.66,-179.57,18.52
55.8,-179.78,9.9
55.94,-180.0,0.69
56.08,-180.14,-7.82
56.21,-180.36,-16.17
56.36,-180.47,-23.28
56.51,-180.36,-27.75
56.65,-180.29,-30.83
56.78,-180.4,-34.01
56.93,-180.47,-35.79
57.07,-180.58,-36.08
57.22,-180.72,-34.83
57.37,-180.83,-30.86
57.5,-180.65,-22.83
57.64,-180.14,-11.12
57.78,-179.82,0.18
57.94,-179.57,12.34
58.09,-179.24,23.1
58.12,-179.24,24.77
58.27,-179.53,29.45
58.42,-179.57,33.49
58.56,-179.5,35.87
58.7,-179.42,36.59
58.84,-179.39,35.7
58.98,-179.42,32.67
59.12,-179.32,27.99
59.27,-179.68,18.65
59.41,-179.93,8.91
59.55,-180.04,-0.32
59.69,-180.47,-10.57
59.84,-180.5,-17.98
59.97,-180.18,-21.55
60.11,-180.18,-25.83
60.26,-180.18,-29.87
60.42,-180.4,-34.27
60.56,-180.36,-36.26
60.7,-180.43,-37.36
60.93,-180.68,-35.95
