0,-130,268,0.000015
1,-130,1336,0.000015
2,-130,2444,0.000015
3,-130,3552,0.000015
4,-130,13104,-0.000325
5,-130,25064,-0.001358
6,-130,37024,-0.002658
7,-130,48984,-0.004385
8,-130,60944,-0.006290
9,-130,72904,-0.008416
10,-130,85384,-0.010705
11,-130,97868,-0.013171
12,-130,110356,-0.015784
13,-130,123356,-0.018545
14,-130,136344,-0.021262
15,-130,149344,-0.024215
16,-130,162344,-0.027095
17,-130,175344,-0.030077
18,-130,188344,-0.033104
19,-130,201352,-0.036116
20,-130,214344,-0.039158
21,-130,227344,-0.042244
22,-130,240344,-0.045286
23,-130,253344,-0.048372
24,-130,266348,-0.051517
25,-130,279352,-0.054588
26,-130,292356,-0.057704
27,-130,305356,-0.060834
28,-130,318344,-0.063964
29,-130,331348,-0.067183
30,-130,344344,-0.070387
31,-130,357348,-0.073576
32,-130,370356,-0.076810
33,-130,383344,-0.079970
34,-130,396356,-0.083115
35,-130,409344,-0.086349
36,-130,422356,-0.089523
37,-130,435344,-0.092727
38,-130,448356,-0.095961
39,-130,461344,-0.099150
40,-130,474344,-0.102443
41,-130,487348,-0.105691
42,-130,500356,-0.108895
43,-130,513352,-0.112188
44,-130,526348,-0.115422
45,-130,539352,-0.118626
46,-130,552344,-0.121904
47,-130,565344,-0.125108
48,-130,578356,-0.128386
49,-130,591344,-0.131649
50,-130,604344,-0.134912
51,-130,617356,-0.138249
52,-130,630344,-0.141557
53,-130,643344,-0.144864
54,-130,656352,-0.148231
55,-130,669344,-0.151450
56,-130,682344,-0.154713
57,-130,695344,-0.158020
58,-130,708344,-0.161298
59,-130,721356,-0.164635
60,-130,734344,-0.167928
61,-130,747344,-0.171221
62,-130,760344,-0.174587
63,-130,773356,-0.177836
64,-130,786344,-0.181158
65,-130,799356,-0.184495
66,-130,812344,-0.187728
67,-130,825360,-0.191006
68,-130,838344,-0.194314
69,-130,851356,-0.197547
70,-130,864356,-0.200884
71,-130,877344,-0.204192
72,-130,890344,-0.207544
73,-130,903356,-0.210925
74,-130,916352,-0.214232
75,-130,929344,-0.217569
76,-130,942344,-0.220847
77,-130,955344,-0.224081
78,-130,968344,-0.227403
79,-130,981344,-0.230681
80,-130,994352,-0.233930
